"muck_org","V1","d0","d1","d2","d3","d4","source","Source","avg_align","followers_count","friends_count","lang","media_handle","media_name","muck_role","muckrack_slug","protected","status_coordinates","status_lang","statuses_count","utc_offset","verified","mean_ideology_following","n_pol_follows","total_articles","dem","rep","lo"
"",1,-0.00807882277665,0.00191392924222,-0.00265418554542,0.00547506505503,0.0087477019645,100034461,"",NA,3419,1204,"en","","","","",FALSE,"","en",10753,"-14400",TRUE,-0.225965573159,3,NA,NA,NA,NA
"",2,0.0195368711474,-0.0148897538439,-0.00285866549653,-0.0209958792975,0.0110127605324,1000514822,"",NA,1001,1459,"en","","","","",FALSE,"","en",6342,"-14400",FALSE,0.454598410312,18,NA,NA,NA,NA
"",3,0.0187811536718,0.0213462180104,0.0274667701844,0.00227849834636,0.0161309425242,100066484,"",NA,95,1165,"en","","","","",FALSE,"","en",14,"None",FALSE,0.967500152597,3,NA,NA,NA,NA
"",4,0.00476121734186,0.00035177333909,-0.00825866572127,0.00871632524342,0.0122357776649,100083621,"",NA,176,1396,"en","","","","",FALSE,"","en",4928,"-18000",FALSE,-0.677634349911,7,NA,NA,NA,NA
"",5,-0.0124727679616,-0.00298853865468,0.000819441048167,0.00322930507986,0.00654448503887,100111175,"",NA,138,337,"en","","","","",FALSE,"","en",2523,"-14400",FALSE,-1.23683878727,5,NA,NA,NA,NA
"",6,-0.0109115301893,-0.0088160668824,9.94847663116e-05,0.00575256379846,0.00859034281313,100129907,"",NA,470,1618,"en","","","","",FALSE,"","en",2917,"-18000",FALSE,-0.119000583222,3,NA,NA,NA,NA
"",7,0.0020809718446,-0.00618008008623,-0.00217591513064,0.00791458428947,0.00787987037177,1002408884,"",NA,375,624,"en","","","","",FALSE,"{u'type': u'Point', u'coordinates': [-91.56437603, 41.79826435]}","en",5000,"-18000",FALSE,-1.27778852207,9,NA,NA,NA,NA
"",8,0.0131372088872,0.0095622690079,0.0186692208131,0.00760683508149,0.0126942487846,100256492,"",NA,1219,2145,"en","","","","",FALSE,"","en",5749,"-14400",FALSE,-2.01255419207,3,NA,NA,NA,NA
"",9,0.00911098718795,-0.00226194406716,-0.00831356671871,-0.0177524717147,0.0127190948699,100303868,"",NA,18381,4192,"en","","","","",FALSE,"","en",12773,"-14400",FALSE,0.830286001523,36,NA,NA,NA,NA
"",10,-0.000449142800265,-0.00785072320243,-0.00166300417638,0.00513733784926,0.00446679948118,1003286690,"",NA,86,393,"en","","","","",FALSE,"","en",234,"-14400",FALSE,-1.39700759781,6,NA,NA,NA,NA
"",11,-0.00399409825531,0.00253373058666,0.00320767661892,0.00490073439959,0.00828769377925,100393840,"",NA,273,879,"en","","","","",FALSE,"","en",2377,"-14400",FALSE,-1.0978108126,3,NA,NA,NA,NA
"",12,-0.013367413181,-0.000816678054845,0.00560913445992,-0.000413697884571,0.00767462379662,1004193284,"",NA,277,885,"en","","","","",FALSE,"","en",714,"-14400",FALSE,-0.360085443529,3,NA,NA,NA,NA
"",13,-0.00320122353007,-0.00537824247768,-0.00195979044194,0.00291980830371,0.00280679547278,1004560644,"",NA,426,403,"en","","","","",FALSE,"","en",3985,"-10800",FALSE,-1.33917730966,4,NA,NA,NA,NA
"",14,0.00557768191996,-5.15650019717e-05,0.00713297504928,0.00589992634865,0.0110332795698,1005164587,"",NA,410,1131,"en","","","","",FALSE,"","en",882,"-21600",FALSE,-0.68616145062,14,NA,NA,NA,NA
"",15,-0.00318581480894,-0.00621198677598,0.00171033483992,0.00734977101181,0.00944793535691,1005243464,"",NA,16,208,"en","","","","",FALSE,"","sv",57,"None",FALSE,-1.3219341924,3,NA,NA,NA,NA
"",16,-0.00454180673549,-0.00841341765407,-0.00176252227308,0.00351187981823,0.00364300044236,100532817,"",NA,13,85,"en","","","","",FALSE,"","en",97,"-25200",FALSE,-1.80185102891,3,NA,NA,NA,NA
"",17,0.00097131583863,0.000781267290445,0.00428465627802,0.00334648116872,0.00535082456251,100543559,"",NA,567,737,"en","","","","",FALSE,"","en",445,"-14400",FALSE,-1.38145860543,5,NA,NA,NA,NA
"",18,-0.00288987659032,0.00366581304928,-0.0118510967449,-0.0268284149155,0.0130545090482,1005720416,"",NA,32,587,"en","","","","",FALSE,"","en",7784,"-14400",FALSE,0.933434641976,35,NA,NA,NA,NA
"",19,-0.0112093820561,0.00654367042665,0.00854322336217,0.00210489020104,0.00837529320505,100675422,"",NA,22703,3672,"en","","","","",FALSE,"","en",1403,"-14400",FALSE,-0.285123902287,5,NA,NA,NA,NA
"",20,-0.0153906701772,-0.00939357846795,4.92321342316e-05,0.00314296872972,0.00706803190992,1006790840,"",NA,9,189,"en","","","","",FALSE,"","en",142,"-18000",FALSE,-0.609616378299,7,NA,NA,NA,NA
"",21,-0.00257378534462,-0.0155072525738,-0.00396897987928,0.00609260439817,0.00651140628588,1007064672,"",NA,26,166,"en","","","","",FALSE,"","en",57,"None",FALSE,-1.01197695621,8,NA,NA,NA,NA
"",22,-0.00522241799796,-0.0055067349701,-0.00118438663317,0.00222015971508,0.00254415533786,1007671212,"",NA,132,227,"en","","","","",FALSE,"","en",78,"None",FALSE,-1.20640769826,4,NA,NA,NA,NA
"",23,4.19547480832e-05,-0.0125454042844,0.00205504599958,0.00570188185017,0.00791323359251,1007995082,"",NA,929,1587,"en","","","","",FALSE,"","en",1037,"-14400",FALSE,-1.42245847422,5,NA,NA,NA,NA
"",24,0.000449900736645,-0.00841764836307,-0.00369777327557,0.00592020594436,0.00515615417118,100838725,"",NA,27,319,"en","","","","",FALSE,"","en",12,"None",FALSE,-1.62349029546,6,NA,NA,NA,NA
"",25,-0.00272119898569,-0.00481888372267,-0.000677440826277,0.00226209158489,0.00219882385207,100851569,"",NA,377,250,"en","","","","",FALSE,"","en",592,"-14400",FALSE,-1.07579348001,3,NA,NA,NA,NA
"",26,-0.00418750893934,-0.00307628391815,0.00134717380652,0.00197359472581,0.00269518051314,100877005,"",NA,222,274,"en","","","","",FALSE,"","en",708,"-14400",FALSE,-2.05505013795,3,NA,NA,NA,NA
"",27,-0.00629874688897,-0.0168426787405,0.00200824101388,0.00605162746953,0.00680272669967,1009877490,"",NA,242,526,"en","","","","",FALSE,"","en",291,"None",FALSE,-0.987677254895,3,NA,NA,NA,NA
"",28,-0.000406199295222,-0.0107766017125,0.00841657054924,0.00515295185517,0.0081296358414,1009941918,"",NA,50,245,"en","","","","",FALSE,"","en",255,"None",FALSE,-1.61966002608,3,NA,NA,NA,NA
"",29,0.0157486707496,0.0221056345779,0.0274985030134,0.00258645209737,0.0141657126687,1010212831,"",NA,360,1996,"en","","","","",FALSE,"","en",3107,"-18000",FALSE,0.849080153646,4,NA,NA,NA,NA
"",30,-0.000494734443375,-0.00904005341972,0.000419510651826,0.00459936579442,0.00439264339449,101025369,"",NA,1098,584,"en","","","","",FALSE,"","en",1640,"-18000",FALSE,-1.18698296578,4,NA,NA,NA,NA
"",31,0.00460541727563,-0.000223105438092,0.0088611668403,0.00403005774402,0.00721409051314,101150660,"",NA,408,678,"en","","","","",FALSE,"","en",793,"-18000",FALSE,-1.5551230165,4,NA,NA,NA,NA
"",32,-0.0128443556014,0.00699640224617,0.00560377161649,-0.000235385129815,0.00502403722942,1011714883,"",NA,120,367,"en","","","","",FALSE,"","und",3994,"None",FALSE,-0.751473287343,3,NA,NA,NA,NA
"",33,0.00263640836623,-0.013253901896,0.00335837210038,0.00757888624939,0.00859846595323,1011959186,"",NA,879,2088,"en","","","","",FALSE,"","en",259,"-14400",FALSE,-1.46667272252,10,NA,NA,NA,NA
"",34,-0.00111363449422,-0.00362358502448,-0.00185080490145,0.00714285703802,0.0100481013413,1012108279,"",NA,45,454,"en","","","","",FALSE,"","en",1978,"None",FALSE,-1.69145640454,6,NA,NA,NA,NA
"",35,-0.00397686778045,-0.00667078390427,3.31745755992e-05,0.00368861893101,0.00442482826171,1012154316,"",NA,16,99,"en","","","","",FALSE,"","en",2029,"-14400",FALSE,-0.967487539993,3,NA,NA,NA,NA
"",36,-0.00699762754602,-0.00713662245318,0.00149414685287,0.00262669610861,0.00452972038315,101233493,"",NA,110,307,"en","","","","",FALSE,"","en",956,"-14400",FALSE,-0.350549199474,3,NA,NA,NA,NA
"",37,-0.00711010356532,0.000937826961994,-0.000769096145767,-0.00364507155442,0.00429200411572,101237946,"",NA,10,452,"en","","","","",FALSE,"","und",23,"-21600",FALSE,0.724955733838,17,NA,NA,NA,NA
"",38,-0.0109410233672,-0.00232787515584,0.00192870307872,-0.00632602511297,0.00859311672569,101247152,"",NA,66,387,"en","","","","",FALSE,"","und",343,"-14400",FALSE,0.752025122497,3,NA,NA,NA,NA
"",39,-0.00385806599654,-0.0044716684698,-6.66038370372e-05,0.00225958651891,0.00236794821337,1012586528,"",NA,19,33,"en","","","","",FALSE,"","en",48,"None",FALSE,-1.60798560231,3,NA,NA,NA,NA
"",40,0.0149731279471,0.0243925237656,0.0237244644465,0.00497200012698,0.0159685292657,1012771160,"",NA,325,2022,"en","","","","",FALSE,"","en",1408,"None",FALSE,0.160649751067,5,NA,NA,NA,NA
"",41,-0.00974217562959,0.00101473058297,0.000564897733114,-0.00312289733168,0.00557023437079,101322281,"",NA,247,355,"en","","","","",FALSE,"","en",262,"-14400",FALSE,0.839391025649,6,NA,NA,NA,NA
"",42,0.00923362944737,-0.00588640478824,-0.0171244588814,0.0112205206271,0.0110685008544,101334380,"",NA,5735,1605,"en","","","","",FALSE,"","en",108853,"-14400",FALSE,-0.937457198981,10,NA,NA,NA,NA
"",43,-0.00156787805336,-0.00633077745361,0.00117734103342,-0.0202057956266,0.0126709562332,101336138,"",NA,452,1323,"en","","","","",FALSE,"","en",661,"-14400",FALSE,0.778934416323,7,NA,NA,NA,NA
"",44,-0.00527253612363,0.00188577355063,-0.000326300719239,-0.00386126015155,0.00576081283926,101374081,"",NA,267,448,"en","","","","",FALSE,"","en",2296,"-21600",FALSE,0.754533149758,3,NA,NA,NA,NA
"",45,-0.00622002289337,-0.00457724009787,0.000141210213682,0.00349181041254,0.00743238935043,101380235,"",NA,1129,2792,"en","","","","",FALSE,"","en",4019,"-14400",FALSE,-0.175023254046,21,NA,NA,NA,NA
"",46,-0.00202281031719,-0.0100539112622,0.00128354901432,0.00461329190059,0.00537565780367,1013945533,"",NA,393,424,"en","","","","",FALSE,"","en",574,"-18000",FALSE,-1.21469968221,6,NA,NA,NA,NA
"",48,-0.00571597276794,-0.0054774770676,0.00110568981843,0.00355961340637,0.00547371715664,1014606085,"",NA,197,246,"en","","","","",FALSE,"","und",313,"-10800",FALSE,-1.26608610286,9,NA,NA,NA,NA
"",49,0.00693466635722,-0.00117887336662,0.0110379695273,0.0051809656048,0.00681456323045,101557788,"",NA,29,261,"en","","","","",FALSE,"","en",1044,"-14400",FALSE,-1.3219341924,3,NA,NA,NA,NA
"",50,0.0149961285403,-0.00753830347907,-0.00565776864899,-0.00953573854394,0.0108027893752,1015600002,"",NA,4622,4822,"en","","","","",FALSE,"","",3509,"None",FALSE,0.721884301051,9,NA,NA,NA,NA
"",51,-0.00767950670251,-0.00175595973314,-0.00104757547215,-0.0097036139514,0.00530323831391,101588222,"",NA,172,269,"en","","","","",FALSE,"","en",1052,"-21600",FALSE,0.923832133397,4,NA,NA,NA,NA
"",52,-0.00872602487893,-0.00167511972615,0.000416925328769,-0.0127603784075,0.00543149616036,1016216809,"",NA,206,763,"en","","","","",FALSE,"","en",144,"None",FALSE,0.967500152597,3,NA,NA,NA,NA
"",53,-0.007719529939,0.00802578089751,0.0142287382356,0.000948576876245,0.0122159431401,1016352902,"",NA,75,1302,"en","","","","",FALSE,"","en",283,"None",FALSE,1.19544487278,12,NA,NA,NA,NA
"",54,0.00393650052081,0.00460304800582,0.0156734961727,0.00476227468822,0.00917550661982,1016584129,"",NA,127,440,"en","","","","",FALSE,"","en",711,"-14400",FALSE,-1.60798560231,3,NA,NA,NA,NA
"",55,0.0184466515993,0.011010761949,0.0227586077117,0.00158042010721,0.0116973231585,101800629,"",NA,642,1387,"en","","","","",FALSE,"","en",7624,"-10800",FALSE,-0.415254739062,3,NA,NA,NA,NA
"",56,-0.0039101078195,-0.0073135434467,-0.000415382505049,0.00433647257966,0.00413266884522,1018148114,"",NA,98,193,"en","","","","",FALSE,"","en",591,"-14400",FALSE,-1.73147240471,5,NA,NA,NA,NA
"",57,-0.00619295082525,-0.00406044881098,-0.00112627432213,0.000800727318998,0.00181723575325,1018512390,"",NA,70,263,"en","","","","",FALSE,"","en",518,"None",FALSE,0.0644209326823,6,NA,NA,NA,NA
"",58,-0.00842815157703,-0.00174102137591,0.00459096732864,0.00325396774758,0.00769304022146,101872056,"",NA,162,363,"en","","","","",FALSE,"","en",790,"-14400",FALSE,-1.03700052988,4,NA,NA,NA,NA
"",59,-0.00514082507222,-0.00347643855981,-0.00141307922211,-0.014109127744,0.00684052467247,1018935794,"",NA,123,209,"en","","","","",FALSE,"","en",1620,"-14400",FALSE,0.579321030386,3,NA,NA,NA,NA
"",60,-0.00596342466355,-0.00953077469103,-0.0090430752057,0.00749559431021,0.00933263849444,101915429,"",NA,4610,1311,"en","","","","",FALSE,"","en",13613,"-28800",TRUE,-0.61762550019,10,NA,NA,NA,NA
"",61,-0.0135758406073,0.0079673751916,0.00575058257636,-0.00648384340976,0.00691215236712,101926279,"",NA,22,267,"en","","","","",FALSE,"","en",62,"None",FALSE,0.745582569642,4,NA,NA,NA,NA
"",62,-0.0027111586288,-0.000639507718609,0.00633769994439,0.00693110881464,0.0117425557701,101947586,"",NA,1253,2038,"en","","","","",FALSE,"","en",886,"-18000",FALSE,-0.879140672455,4,NA,NA,NA,NA
"",64,0.00604611513515,0.00512891694944,-0.0201641056944,0.0108598395925,0.0116990782686,1019938340,"",NA,360,1140,"en","","","","",FALSE,"","en",129,"-14400",FALSE,-1.47690709123,6,NA,NA,NA,NA
"",67,-0.00532767417064,-0.00290111313276,-0.00437599615197,0.00288142169905,0.00408556581974,102178242,"",NA,8324,574,"en","","","","",FALSE,"","en",5217,"-25200",FALSE,-0.891529589636,8,NA,NA,NA,NA
"",68,0.00122358917883,-0.0121799594097,-0.00509862581705,0.00656485169914,0.00544147086688,10223742,"",NA,339,801,"en","","","","",FALSE,"","en",6544,"-18000",FALSE,-1.32293479112,7,NA,NA,NA,NA
"",69,-0.0102576590973,-0.00828892377979,0.00489241364602,0.00516199254502,0.0100452072894,102370465,"",NA,442,1471,"en","","","","",FALSE,"","en",7521,"-14400",FALSE,-1.081533772,6,NA,NA,NA,NA
"",70,-0.00737059289833,-0.00776502701733,0.00245294658924,0.00344569207555,0.00486813346937,1024297928,"",NA,61,149,"en","","","","",FALSE,"","en",171,"None",FALSE,-0.701550578858,3,NA,NA,NA,NA
"",71,0.0102980465021,-0.00243903272025,-0.0213701286474,0.0127017090715,0.0133830777101,1024297952,"",NA,131,660,"en","","","","",FALSE,"","en",6947,"None",FALSE,-1.18296790958,21,NA,NA,NA,NA
"",72,-0.0118327461517,0.0110083875954,0.00618692744994,-0.00357371632958,0.00562250663079,1024627650,"",NA,115,441,"en","","","","",FALSE,"","en",611,"None",FALSE,0.585937730096,3,NA,NA,NA,NA
"",73,0.00201436765739,-0.00940890343991,-0.00092933334518,0.00203926478097,0.00662848614451,1025378354,"",NA,755,1018,"en","","","","",FALSE,"","en",2602,"-14400",FALSE,-1.20025816659,9,NA,NA,NA,NA
"",74,-0.00422916138402,0.00713211783376,0.00663100567035,0.00247273792397,0.0075795092408,10259672,"",NA,1156,1392,"en","","","","",FALSE,"","en",4849,"-14400",FALSE,-0.913789882414,4,NA,NA,NA,NA
"",75,0.0108370670202,-0.0100062783336,-0.0112412347391,0.0125052796239,0.014646455143,102618075,"",NA,2583,2572,"en","","","","",FALSE,"","en",58672,"-14400",FALSE,-1.28657593636,14,NA,NA,NA,NA
"",76,-0.00412623612839,-0.00183274378129,-0.000322787273353,-0.0007812043448,0.00184590411193,1026434168,"",NA,218,604,"en","","","","",FALSE,"","en",162,"None",FALSE,0.572193114371,5,NA,NA,NA,NA
"",77,-0.00524026909436,-0.00692113503293,-0.0036345138398,0.00548000600085,0.0061895491767,102646153,"",NA,8,105,"en","","","","",FALSE,"","en",73,"-14400",FALSE,-1.42296728377,16,NA,NA,NA,NA
"",78,0.00192149579665,-0.00113207265585,0.00913202137912,0.00644861678785,0.00878794555867,1026530707,"",NA,288,1754,"en","","","","",FALSE,"","en",2887,"-14400",FALSE,-1.50639450316,3,NA,NA,NA,NA
"",79,0.00519799531219,-0.0033924150008,-0.0079546436575,-0.00200809187751,0.0127343586932,1027213064,"",NA,1865,4516,"en","","","","",FALSE,"","en",705,"None",FALSE,-1.24541202724,3,NA,NA,NA,NA
"",80,-0.00190949149231,-0.00750223217522,-6.03974642308e-05,0.00417567446715,0.00476692040567,1027587246,"",NA,48,209,"en","","","","",FALSE,"","en",338,"-18000",FALSE,-1.51601692164,5,NA,NA,NA,NA
"",82,-0.00455475227539,-0.00102095829664,-0.000104579431832,-0.00502078620104,0.00312292838137,102817393,"",NA,121,159,"en","","","","",FALSE,"","en",405,"-14400",FALSE,1.15541329583,3,NA,NA,NA,NA
"",83,-0.00315774815388,-0.00817135332381,-0.00591004575733,0.00785056034934,0.0108634192221,1028686663,"",NA,213,961,"en","","","","",FALSE,"","en",3640,"None",FALSE,-1.01738981128,9,NA,NA,NA,NA
"",85,-0.0138261499022,0.00620774547883,0.00376307993382,-0.0022899430843,0.00640333268866,103033653,"",NA,137,247,"en","","","","",FALSE,"","en",392,"-14400",FALSE,0.120468999769,3,NA,NA,NA,NA
"",86,-0.0111197527493,-0.00395669679604,0.00146692500261,0.00104222375013,0.00423807055048,1030946132,"",NA,417,375,"en","","","","",FALSE,"","en",2708,"-14400",FALSE,0.15188103469,3,NA,NA,NA,NA
"",87,-0.0131835784517,-0.0049114232033,0.00265972157559,0.00157140710107,0.00564283582102,1031892204,"",NA,867,754,"en","","","","",FALSE,"","en",3281,"-10800",FALSE,-0.314366671116,6,NA,NA,NA,NA
"",88,0.00024171071915,-0.00898497673947,-0.00477718595428,0.00456341738285,0.00493168534676,1032798235,"",NA,446,1019,"en","","","","",FALSE,"","en",2219,"None",FALSE,-0.813865251409,8,NA,NA,NA,NA
"",89,-0.00698244973192,-0.00338534979473,0.00444001709553,0.00151643424648,0.00496380042256,103335885,"",NA,315,684,"en","","","","",FALSE,"","en",878,"-25200",FALSE,-1.3219341924,3,NA,NA,NA,NA
"",90,0.00506159010104,-0.00987811481093,-0.00623237915875,-0.0270486676189,0.0121744191187,103372758,"",NA,503,1096,"en","","","","",FALSE,"","en",4910,"-21600",FALSE,0.906211477523,11,NA,NA,NA,NA
"",91,0.000601029883892,-0.011363802078,-0.00508317294065,0.00544678623654,0.00872781005391,103374027,"",NA,280,563,"en","","","","",FALSE,"","en",3622,"-18000",FALSE,-0.95571398836,14,NA,NA,NA,NA
"",92,0.000317167675801,-0.000709788054878,-0.0101685136636,-0.0161338451003,0.010739149123,1033928066,"",NA,250,794,"en","","","","",FALSE,"","en",8077,"-25200",FALSE,0.901132432325,6,NA,NA,NA,NA
"",94,-0.00185021212407,0.00585777925192,0.0140997172737,0.00640627508585,0.0122174868771,103469435,"",NA,175,989,"en","","","","",FALSE,"","en",441,"-25200",FALSE,-1.21043508112,6,NA,NA,NA,NA
"",95,-0.0158842991137,0.00401094043832,0.00679001158547,-0.00337436372936,0.0119839203884,103509604,"",NA,560,1750,"en","","","","",FALSE,"","en",71,"-21600",FALSE,0.251861748276,5,NA,NA,NA,NA
"",96,-0.00514914106726,0.00153759255583,-0.000177111698721,-0.00223678788299,0.00238763337974,103597270,"",NA,70,97,"en","","","","",FALSE,"","en",172,"-21600",FALSE,0.450232743381,13,NA,NA,NA,NA
"",97,-0.0069958322096,-0.00380650409652,0.00164632928132,0.00349443321587,0.00533960281488,103699481,"",NA,279,752,"en","","","","",FALSE,"","en",3011,"-21600",FALSE,-1.27603048248,3,NA,NA,NA,NA
"",98,-0.00849899669104,0.00292274233778,0.00358918499473,-0.00606737181945,0.00601975788252,1037016884,"",NA,464,623,"en","","","","",FALSE,"","und",4138,"-14400",FALSE,1.01817917963,6,NA,NA,NA,NA
"",99,0.0397323764808,-0.0251782921527,-0.00504716988516,-0.0312678139966,0.0118525971455,1037566045,"",NA,1520,1958,"en","","","","",FALSE,"","en",14830,"None",FALSE,0.894255238193,7,NA,NA,NA,NA
"",100,-0.00917618434875,0.00206911417611,-0.00248177783395,-0.000689882220418,0.0049993156014,1037701332,"",NA,665,1374,"en","","","","",FALSE,"","en",271,"-14400",FALSE,0.724034955004,3,NA,NA,NA,NA
"",101,0.0125676478506,-0.0117421752293,-0.00425223397266,-0.0203790082731,0.00939176888245,1038501637,"",NA,650,599,"en","","","","",FALSE,"","en",25182,"None",FALSE,1.03890470733,3,NA,NA,NA,NA
"",102,0.00574618767602,-0.00861549282855,0.00160255841471,0.00874895947009,0.00953694337641,1038906524,"",NA,440,1003,"en","","","","",FALSE,"","en",12681,"None",FALSE,-1.64036836129,4,NA,NA,NA,NA
"",103,0.00842609201193,-0.0200724680019,0.00147860337547,0.00889560104036,0.0104413399943,103924698,"",NA,526,859,"en","","","","",FALSE,"","en",6142,"-14400",FALSE,-1.67749663161,5,NA,NA,NA,NA
"",105,0.00381861290708,0.0215093125687,0.0212489753172,0.00283511442717,0.0140107485011,10395212,"",NA,3869,2541,"en","","","","",FALSE,"","en",8040,"-14400",FALSE,-1.61146245714,3,NA,NA,NA,NA
"",106,0.00560895972063,0.0075038037127,0.0084588955027,0.00501181753954,0.00905327656571,1039861434,"",NA,101,550,"en","","","","",FALSE,"","en",606,"None",FALSE,-1.53231447882,8,NA,NA,NA,NA
"",107,-0.0124186962985,-0.00299855650443,-0.00121221114952,-0.0180925488957,0.00708065005879,104008274,"",NA,68,251,"en","","","","",FALSE,"","en",11915,"-25200",FALSE,0.663503057619,4,NA,NA,NA,NA
"",108,-0.0116940156913,0.00158183295843,-0.00472912206153,0.000477460442949,0.00915358397827,104009331,"",NA,552,987,"en","","","","",FALSE,"","en",1063,"-14400",FALSE,0.206596453753,6,NA,NA,NA,NA
"",109,0.00844801507717,-0.00171313519753,0.00956238229038,0.000270654140679,0.00858696696984,104009786,"",NA,1636,3651,"en","","","","",FALSE,"","en",4263,"None",FALSE,-0.190447075233,3,NA,NA,NA,NA
"",110,-0.00920162618698,0.00183999936685,0.002107760466,-0.0116435230281,0.00926084510665,104041960,"",NA,281,1192,"en","","","","",FALSE,"","und",2288,"-25200",FALSE,0.587040772275,6,NA,NA,NA,NA
"",111,-0.00139632361803,0.000776939845348,-0.00152374211429,0.00515790158129,0.00909936710864,104189502,"",NA,150,486,"en","","","","",FALSE,"{u'type': u'Point', u'coordinates': [-80.18784, 26.58409]}","en",122,"None",FALSE,-0.443851986327,4,NA,NA,NA,NA
"",112,-0.00984836534392,-0.00311378129317,-0.00271819902519,-0.0233002057331,0.00851375534305,1042991851,"",NA,22,159,"en","","","","",FALSE,"","en",120,"-14400",FALSE,1.00748922602,7,NA,NA,NA,NA
"",114,-0.00800772689418,-0.00533798332429,0.000776086630955,-0.0131282602386,0.00820302857584,1043701752,"",NA,228,587,"en","","","","",FALSE,"","en",160,"-18000",FALSE,0.832710840519,4,NA,NA,NA,NA
"",115,-0.0100015095742,-0.00825347155217,0.000989868824537,0.00540823336538,0.00768854250251,1043976078,"",NA,180,464,"en","","","","",FALSE,"","en",621,"-21600",FALSE,-0.932796715678,6,NA,NA,NA,NA
"",116,-0.0121806368799,-0.000872704465401,0.00150201858066,-0.0151025413153,0.00717120019207,1044172471,"",NA,45,190,"en","","","","",FALSE,"","en",184,"None",FALSE,1.15871730752,4,NA,NA,NA,NA
"",117,-0.00178456325657,-0.00752176388512,-0.0030165976187,0.00458962629256,0.00429734352207,1044852480,"",NA,157,180,"en","","","","",FALSE,"","en",156,"-14400",FALSE,-0.285067391944,3,NA,NA,NA,NA
"",118,0.0146907692505,0.000104038800123,-0.0237549693908,0.0150897137572,0.0173421919617,1045136112,"",NA,1794,3528,"en","","","","",FALSE,"","en",68759,"None",FALSE,-1.3811511905,13,NA,NA,NA,NA
"",119,-0.000350644830588,0.0122955435333,0.0185687790204,0.000475005753521,0.0111554078092,1045148521,"",NA,467,1676,"en","","","","",FALSE,"","en",1408,"None",FALSE,1.03350516771,3,NA,NA,NA,NA
"",120,-0.00116830971728,-0.00775387811675,-0.00498508078873,0.00528066748963,0.00479797215582,104519115,"",NA,1599,1576,"en","","","","",FALSE,"","en",7126,"-14400",FALSE,-1.52321615788,4,NA,NA,NA,NA
"",121,-0.0098701611947,-0.00587296814794,0.00248316937812,-0.00232054043687,0.00811189906989,104535928,"",NA,203,661,"en","","","","",FALSE,"","en",301,"None",FALSE,0.377944759827,5,NA,NA,NA,NA
"",122,-0.0082513294571,-0.0136977193091,-0.000267890905727,0.00574902918735,0.00588567646843,104587999,"",NA,165,380,"en","","","","",FALSE,"","en",1160,"-14400",FALSE,-1.60798560231,3,NA,NA,NA,NA
"",123,0.00572442323031,0.00931531991957,-0.0181525274656,-0.0224929047097,0.0161661391516,1046531203,"",NA,278,1665,"en","","","","",FALSE,"","en",1647,"-21600",FALSE,0.619988711107,81,NA,NA,NA,NA
"",124,-0.0058675187987,-0.000974784798412,0.00844075294394,0.00681245149081,0.01130959352,104664882,"",NA,457,982,"en","","","","",FALSE,"","en",362,"-14400",FALSE,-1.5669122676,7,NA,NA,NA,NA
"",125,-0.00581301844016,-0.0032949274497,0.00580974700088,0.00269740531381,0.00564580257142,104685778,"",NA,32,150,"en","","","","",FALSE,"","en",33,"-18000",FALSE,-1.12639541148,3,NA,NA,NA,NA
"",126,0.0046091329896,-0.00101031692809,0.0111892993655,0.00717253290647,0.0116380670435,104831345,"",NA,1349,1826,"en","","","","",FALSE,"","en",1291,"-14400",FALSE,-1.56900841578,4,NA,NA,NA,NA
"",127,-0.0104907071775,-0.00297494407716,-0.00277916481461,0.00403908877087,0.0103036593198,1048588206,"",NA,315,610,"en","","","","",FALSE,"","en",159,"None",FALSE,0.161842384133,35,NA,NA,NA,NA
"",129,0.00150927857154,-0.0115533467286,-0.00533825741067,0.00646980502511,0.00629635155954,104912067,"",NA,235,732,"en","","","","",FALSE,"","en",1067,"-10800",FALSE,-1.64573787681,4,NA,NA,NA,NA
"",130,0.00449131327123,-0.0144507586592,-0.00244508724784,0.00858918357118,0.00772773689995,104917046,"",NA,115,750,"en","","","","",FALSE,"","en",1075,"-14400",FALSE,-1.60798560231,3,NA,NA,NA,NA
"",131,0.00244144797971,-0.00194123272939,0.000850664450126,0.00661861118932,0.00866981187188,104919918,"",NA,206,244,"en","","","","",FALSE,"","en",629,"-14400",FALSE,-1.10295654621,6,NA,NA,NA,NA
"",132,-0.0109206315985,0.002764554769,0.00215984406505,-0.00236603910814,0.00425747002037,1049199324,"",NA,176,290,"en","","","","",FALSE,"","en",1001,"None",FALSE,0.797703363064,3,NA,NA,NA,NA
"",133,-0.0100981257525,-0.00093895065649,0.000974037693871,-0.00522106689704,0.0041558618484,104930287,"",NA,65,137,"en","","","","",FALSE,"","und",80,"None",FALSE,0.577689580465,4,NA,NA,NA,NA
"",134,0.013716169809,0.00158091071754,0.00429494625579,0.0100667129103,0.0129866629763,104967047,"",NA,79,1644,"en","","","","",FALSE,"","en",79,"None",FALSE,-1.47565357176,11,NA,NA,NA,NA
"",135,-0.013045544345,0.0042024557273,-0.0061800311805,-0.00514310063386,0.00805604262249,104982869,"",NA,603,604,"en","","","","",FALSE,"","en",4189,"-14400",FALSE,0.228427982275,6,NA,NA,NA,NA
