"muck_org","V1","d0","d1","d2","d3","d4","source","Source","avg_align","followers_count","friends_count","lang","media_handle","media_name","muck_role","muckrack_slug","protected","status_coordinates","status_lang","statuses_count","utc_offset","verified","mean_ideology_following","n_pol_follows","total_articles","dem","rep","lo"
"",3411,-0.00110477248482,-0.00555621443824,-0.00660223228357,0.00579710283859,0.00823072651318,206774684,"",NA,1723,660,"en","","","","",FALSE,"","en",14086,"-14400",FALSE,-0.467995263336,10,NA,NA,NA,NA
"",3412,-0.00180369944595,-0.0060325965702,0.00336322221364,0.00363152839401,0.00418480455628,20679888,"",NA,35,93,"en","","","","",FALSE,"","en",135,"-14400",FALSE,-1.11548876427,4,NA,NA,NA,NA
"",3414,-0.00993475543773,0.00338129869054,0.0076181636433,-0.00420490126057,0.00719648654092,206861872,"",NA,59,315,"en","","","","",FALSE,"{u'type': u'Point', u'coordinates': [-82.51006242, 40.39640432]}","en",138,"-14400",FALSE,0.809908583016,3,NA,NA,NA,NA
"",3415,-0.0086719988083,-0.0027379526622,-0.00237884114624,0.00277076117462,0.00492776915891,20688620,"",NA,458,309,"en","","","","",FALSE,"{u'type': u'Point', u'coordinates': [-80.253104, 25.74845]}","en",424,"-25200",FALSE,-0.50130994397,4,NA,NA,NA,NA
"",3416,-0.00486726016084,-0.000508224077563,0.00920379433754,0.00278913202373,0.0104524055121,20689503,"",NA,1042,1994,"en","","","","",FALSE,"","en",3577,"-21600",FALSE,-0.374839406598,4,NA,NA,NA,NA
"",3417,0.0263011250087,-0.0178065264485,-0.00425315333486,-0.0257067187219,0.0116313303933,206911630,"",NA,938,1873,"en","","","","",FALSE,"","en",1598,"-18000",FALSE,0.849433374908,11,NA,NA,NA,NA
"",3418,-0.00329698720971,0.000383906672132,-0.00104463761697,-0.00379294820382,0.00248991607774,20692742,"",NA,256,336,"en","","","","",FALSE,"","en",519,"-18000",FALSE,0.776194724267,3,NA,NA,NA,NA
"",3419,0.00393025416699,0.00886410968159,0.000753337600776,0.0098030885598,0.0136280265507,20694180,"",NA,426,976,"en","","","","",FALSE,"","en",9788,"-14400",FALSE,-1.77776146221,4,NA,NA,NA,NA
"",3420,-0.000385970532066,-0.00697509377933,-0.000758222609859,0.00455613752023,0.00443986595088,20695005,"",NA,194,239,"en","","","","",FALSE,"","en",1869,"-21600",FALSE,-1.19528584944,4,NA,NA,NA,NA
"",3421,-0.00160436401416,-0.0122341492241,-0.0108513877104,0.0106246215387,0.0100478767858,206972203,"",NA,1609,3966,"en","","","","",FALSE,"","en",15150,"-18000",FALSE,-1.57755608932,18,NA,NA,NA,NA
"",3422,-0.0109770399894,-0.00693204697082,0.00261731180588,0.00479949608076,0.00748164100477,206978226,"",NA,15,171,"en","","","","",FALSE,"","en",241,"None",FALSE,-1.60378712369,4,NA,NA,NA,NA
"",3424,-0.00269463303893,-0.0149956777829,0.00097423669602,0.00735199658705,0.00823119224468,20722566,"",NA,177,500,"en","","","","",FALSE,"","en",448,"-14400",FALSE,-1.60378712369,4,NA,NA,NA,NA
"",3425,0.0248935856758,-0.0152286691248,-0.00136286558829,-0.0261969979931,0.0100374808779,207305634,"",NA,1150,1916,"en","","","","",FALSE,"","en",565,"None",FALSE,1.39330517497,3,NA,NA,NA,NA
"",3426,0.0124031380784,-0.00549550263956,0.00633983245434,0.00878012876602,0.0118453311099,207353230,"",NA,767,2230,"en","","","","",FALSE,"","en",916,"-14400",FALSE,-1.21545802876,26,NA,NA,NA,NA
"",3427,-0.000326200280474,-0.00291528098205,0.00480282901668,0.00569082222166,0.00782970888658,20740762,"",NA,64,237,"en","","","","",FALSE,"","en",341,"-14400",FALSE,-0.79456128487,3,NA,NA,NA,NA
"",3428,0.00992930706164,0.0279141027526,0.0264776994219,0.00248744626908,0.0146523738487,20742005,"",NA,497,1901,"en","","","","",FALSE,"","en",412,"-18000",FALSE,-1.27917201694,5,NA,NA,NA,NA
"",3429,-0.00234278885921,0.00556683125006,-0.00719872616442,0.000250537066567,0.00375621804326,20749472,"",NA,1850,479,"en","","","","",FALSE,"","en",16686,"-14400",FALSE,0.886062673857,3,NA,NA,NA,NA
"",3430,-0.0118804753386,0.00209650209869,-0.000101220158478,-0.0205247898474,0.00924520317247,207521167,"",NA,22,187,"en","","","","",FALSE,"","en",104,"-14400",FALSE,0.81560127386,5,NA,NA,NA,NA
"",3431,-0.00574405462149,-0.00802931877426,-0.00270967855917,0.00512199591403,0.00539198282903,20752653,"",NA,9,100,"en","","","","",FALSE,"","en",52,"None",FALSE,-1.54172470154,5,NA,NA,NA,NA
"",3432,-0.00294290578889,-0.00640077993292,-0.00565722281259,0.00461603001861,0.00586946734085,207536626,"",NA,235,468,"en","","","","",FALSE,"","en",1147,"None",FALSE,-1.08295471418,7,NA,NA,NA,NA
"",3433,0.000666983184533,0.0153992768407,0.012469551474,0.00416846381293,0.0093552748256,207560742,"",NA,6656,1811,"en","","","","",FALSE,"","en",8922,"-14400",TRUE,-1.3464076392,6,NA,NA,NA,NA
"",3434,-0.00761782048376,-0.0119067031525,0.00157297004975,0.0050755076315,0.00595610170969,207666404,"",NA,535,1216,"en","","","","",FALSE,"","en",814,"-21600",FALSE,-1.02199513493,4,NA,NA,NA,NA
"",3436,-0.0116817299114,0.00117991665309,-0.00396238249508,-0.0110067572984,0.00680351241681,20769750,"",NA,65,167,"en","","","","",FALSE,"","und",75,"-21600",FALSE,1.00829599801,5,NA,NA,NA,NA
"",3438,-0.0147319777459,0.00186078970753,-7.80667852469e-06,-0.00735494515388,0.00970105635441,20773092,"",NA,574,1407,"en","","","","",FALSE,"","en",1865,"-14400",FALSE,0.497055264328,7,NA,NA,NA,NA
"",3439,-0.0068661121531,0.000169356845064,0.0013571766728,-0.00763575165294,0.00737439324497,20801850,"",NA,175,281,"en","","","","",FALSE,"","en",1611,"-18000",FALSE,0.636805125402,5,NA,NA,NA,NA
"",3440,-0.00495616130403,-0.00727308139665,0.00252243232168,0.00432823768844,0.00516263746315,20804550,"",NA,156,329,"en","","","","",FALSE,"","en",177,"None",FALSE,-1.34784270629,3,NA,NA,NA,NA
"",3441,-0.0135346058349,-0.00256665583836,-0.000831880664687,0.00357184419519,0.00960630533273,20805463,"",NA,1957,1193,"en","","","","",FALSE,"","en",1695,"-14400",FALSE,0.206261867972,5,NA,NA,NA,NA
"",3442,-0.0050282431571,-0.00230272218332,-0.00132683983404,0.00264327332606,0.00404063401684,20808199,"",NA,323,410,"en","","","","",FALSE,"","en",1023,"-18000",FALSE,-0.486612833677,5,NA,NA,NA,NA
"",3445,-0.00610875736384,0.00604759996422,0.00572418903123,0.00387754772295,0.0128486044602,208148562,"",NA,176,988,"en","","","","",FALSE,"","en",246,"None",FALSE,-0.316790869909,4,NA,NA,NA,NA
"",3446,-0.00924493836597,0.00723952466526,-0.000567227079666,0.00653999641294,0.0123151666756,20818939,"",NA,80,682,"en","","","","",FALSE,"","en",160,"-21600",FALSE,-0.946844106454,6,NA,NA,NA,NA
"",3447,0.00254956180599,0.00301204036504,0.0082987875322,0.00506316223999,0.0108790635918,20822841,"",NA,512,1050,"en","","","","",FALSE,"","en",3865,"-18000",FALSE,0.302836317121,4,NA,NA,NA,NA
"",3448,0.00734738891698,-0.00561468228224,0.00899753349447,0.0068563076909,0.0132915459059,20828479,"",NA,57,664,"en","","","","",FALSE,"","en",289,"-18000",FALSE,-1.31244275998,14,NA,NA,NA,NA
"",3449,-0.000462400161994,-0.00497372884196,-0.00360552129578,0.00589492140655,0.00659827220267,20828633,"",NA,75,148,"en","","","","",FALSE,"","en",1758,"-14400",FALSE,-0.889445651694,3,NA,NA,NA,NA
"",3450,-0.00211480637588,-0.0018043455947,-0.00788181930705,0.00584216419775,0.0070132899572,20829663,"",NA,86,132,"en","","","","",FALSE,"","en",153,"-18000",FALSE,-0.959110127226,4,NA,NA,NA,NA
"",3451,-0.00867818833076,-0.00163134726856,-0.00258857098505,4.15641646037e-05,0.00619607647307,20846207,"",NA,368,292,"en","","","","",FALSE,"","en",2257,"-18000",FALSE,-1.21272651428,4,NA,NA,NA,NA
"",3452,0.00988780181675,-0.00932767734085,-0.00576830931245,0.0122646692452,0.0135975649451,20849008,"",NA,538,1373,"en","","","","",FALSE,"","en",26085,"-14400",FALSE,-1.3077276308,11,NA,NA,NA,NA
"",3453,-0.00864410538191,0.00226692532122,0.00641689618613,-0.000445438319716,0.00899351367884,208498491,"",NA,314,800,"en","","","","",FALSE,"","und",215,"None",FALSE,0.147033322817,9,NA,NA,NA,NA
"",3454,-0.00771783982118,-0.000876418108791,-0.000152821047642,-0.000638257451428,0.00398004209402,208505152,"",NA,204,111,"en","","","","",FALSE,"","en",259,"-14400",FALSE,0.720510710488,15,NA,NA,NA,NA
"",3455,-0.00823375075627,0.00928870777645,0.00899438533028,-0.00477535043265,0.0136047797716,20852025,"",NA,4672,2978,"en","","","","",FALSE,"","en",1199,"-14400",FALSE,-0.440919443659,11,NA,NA,NA,NA
"",3456,0.00141059222671,-0.00518619142125,0.00639280447808,0.00726030446128,0.00942506982428,20853830,"",NA,136,698,"en","","","","",FALSE,"","en",322,"None",FALSE,-1.78680812934,5,NA,NA,NA,NA
"",3457,-0.011786725739,0.00716113589198,-0.00644630653071,0.00429349398841,0.0115110749253,20855729,"",NA,105,661,"en","","","","",FALSE,"","en",442,"-14400",FALSE,-1.01304173141,11,NA,NA,NA,NA
"",3458,-0.0117564573791,0.0179627496361,0.012240593838,-0.00868071829802,0.00944786117034,208633686,"",NA,449,980,"en","","","","",FALSE,"","und",7419,"-14400",FALSE,0.967500152597,3,NA,NA,NA,NA
"",3460,-0.0019080778145,-0.00470692294782,0.00127088041708,0.0023619145299,0.00397477130661,208722495,"",NA,116,375,"en","","","","",FALSE,"","und",304,"None",FALSE,-0.838434391611,3,NA,NA,NA,NA
"",3461,-0.00505637293502,-0.0125323012972,-0.000181961251756,0.00356512786115,0.00503950071343,208759016,"",NA,366,974,"en","","","","",FALSE,"","en",665,"-21600",FALSE,-1.28281830889,6,NA,NA,NA,NA
"",3462,-0.0129073450541,-0.00243067006054,-0.00398681799448,-0.0121154598385,0.00704115856311,20877403,"",NA,879,763,"en","","","","",FALSE,"","en",371,"-21600",FALSE,0.642566542187,13,NA,NA,NA,NA
"",3463,-0.00289048967192,-0.0123381434384,0.00111802309664,0.00632636492661,0.00633563937308,20878311,"",NA,66,264,"en","","","","",FALSE,"","en",250,"-21600",FALSE,-0.928074150186,6,NA,NA,NA,NA
"",3464,0.00287439549373,-0.0156488013411,-0.0044481092564,0.0116783354512,0.0115603881863,20880406,"",NA,290,705,"en","","","","",FALSE,"","en",996,"-14400",FALSE,-1.45509188758,8,NA,NA,NA,NA
"",3465,-0.00570183764866,-0.00246340367751,0.00475892881688,-0.00920791128055,0.00879186151464,20884748,"",NA,1428,2075,"en","","","","",FALSE,"","en",14653,"-18000",FALSE,0.463211717198,3,NA,NA,NA,NA
"",3466,-0.000678230488235,-0.0194592029972,-0.00263263290367,0.00750908895118,0.00622603054578,20885647,"",NA,242,358,"en","","","","",FALSE,"","en",10212,"-14400",FALSE,-1.85370474836,3,NA,NA,NA,NA
"",3467,-0.0090454498322,-0.00792674368454,0.00117483750138,0.00384459136697,0.00509661016758,208856898,"",NA,138,372,"en","","","","",FALSE,"","en",157,"None",FALSE,-1.6579083108,3,NA,NA,NA,NA
"",3468,-0.0110346908884,-0.00137477427953,-0.000387563081353,-0.0167055945682,0.00752981191329,20890085,"",NA,76,321,"en","","","","",FALSE,"","en",721,"-18000",FALSE,1.32771811263,3,NA,NA,NA,NA
"",3469,0.0057342057067,-0.0149003009541,0.00650550735259,0.0090754950483,0.0100879774354,20894289,"",NA,111,518,"en","","","","",FALSE,"","en",1766,"-18000",FALSE,-0.923570955718,6,NA,NA,NA,NA
"",3470,-0.00494401075996,0.0194784762121,-0.0163388704126,0.00169411420699,0.0143582779067,20907995,"",NA,1272,1939,"en","","","","",FALSE,"","en",5269,"-14400",FALSE,0.127424220153,9,NA,NA,NA,NA
"",3472,0.0189878955949,-0.0119785421304,-0.00246069350643,-0.0258709831586,0.0130634536324,20910341,"",NA,551,1054,"en","","","","",FALSE,"","en",4587,"-14400",FALSE,1.0365880544,10,NA,NA,NA,NA
"",3473,-0.0124442504702,0.000632686118743,-0.00531413466019,-0.0139869989595,0.00971606948307,209104167,"",NA,128,365,"en","","","","",FALSE,"","en",393,"-18000",FALSE,0.884327257276,6,NA,NA,NA,NA
"",3474,-0.0144523970408,0.000727892863554,-0.0036964883456,-0.00927115214637,0.00685664428702,209217893,"",NA,331,531,"en","","","","",FALSE,"","en",513,"-18000",FALSE,0.807853286609,7,NA,NA,NA,NA
"",3475,0.00596114199736,-0.00978244662243,0.00480040287964,0.00784578298196,0.00803899620991,209242198,"",NA,157,562,"en","","","","",FALSE,"","en",806,"-14400",FALSE,-1.13208580736,10,NA,NA,NA,NA
"",3476,-0.0029512716433,0.00809590539068,0.00332984024263,-0.0260315501209,0.0164659481964,209340789,"",NA,575,2072,"en","","","","",FALSE,"","en",219,"-14400",FALSE,0.792735668049,12,NA,NA,NA,NA
"",3477,0.00983667059255,-0.00110370382901,0.0125255703609,0.00658127708792,0.0109172541467,20937312,"",NA,123,657,"en","","","","",FALSE,"","en",798,"None",FALSE,-1.30710425387,6,NA,NA,NA,NA
"",3478,-0.00906213324796,-0.000873889290964,0.00104966654293,-0.00921313677249,0.00425007812301,209408207,"",NA,52,70,"en","","","","",FALSE,"","en",370,"None",FALSE,0.699644020101,4,NA,NA,NA,NA
"",3479,0.00713540077904,0.00892375598556,0.0100066421336,-0.0166432952194,0.0173577598884,20941840,"",NA,948,4724,"en","","","","",FALSE,"","und",155,"-14400",FALSE,0.49699073578,5,NA,NA,NA,NA
"",3480,-0.0149165463073,-0.000613156066693,-6.51226005626e-05,-0.0129492031537,0.00563868550292,20954715,"",NA,7,123,"en","","","","",FALSE,"","en",100,"-18000",FALSE,0.87448833181,6,NA,NA,NA,NA
"",3481,-0.0104355665967,-0.000319199715492,0.000440641668242,-0.0051858707164,0.00688849426198,20955066,"",NA,43,475,"en","","","","",FALSE,"","en",307,"-14400",FALSE,-0.694068547096,4,NA,NA,NA,NA
"",3483,-0.00806045495852,0.000255254644929,-0.00272072127082,0.00540443505207,0.0096400110242,20958780,"",NA,50,780,"en","","","","",FALSE,"","en",197,"-18000",FALSE,-1.51558932991,4,NA,NA,NA,NA
"",3484,-0.00640234355112,-0.00503813556612,-0.00163658265031,0.00136087528194,0.00298891684738,20986599,"",NA,308,268,"en","","","","",FALSE,"","en",602,"-14400",FALSE,0.244082978063,19,NA,NA,NA,NA
"",3485,-0.00841038076377,-0.00362914732395,0.00126324060744,0.00517376608335,0.00809453896046,209919726,"",NA,297,403,"en","","","","",FALSE,"","en",4120,"-18000",FALSE,-1.1767195154,6,NA,NA,NA,NA
"",3486,-0.00919169612205,0.0109192901359,0.0093073527733,0.00364029253767,0.0121798040876,21003380,"",NA,2463,3058,"en","","","","",FALSE,"","en",163989,"-18000",FALSE,-0.349367730649,11,NA,NA,NA,NA
"",3488,-0.000562756012758,0.0062019312121,0.0129970587134,0.0041550760573,0.0095347853059,21012129,"",NA,999,1114,"en","","","","",FALSE,"","en",724,"-18000",FALSE,0.362389197409,3,NA,NA,NA,NA
"",3489,-0.0160323701646,0.00107526542597,0.00226857180568,-0.0162854564456,0.0102908993156,210132704,"",NA,71,637,"en","","","","",FALSE,"{u'type': u'Point', u'coordinates': [-81.68531013, 41.49610212]}","en",724,"-14400",FALSE,0.755731701313,3,NA,NA,NA,NA
"",3490,-0.00468149080986,-0.0113187329694,0.00109482092936,0.00638400734189,0.00823333770827,210236929,"",NA,78,347,"en","","","","",FALSE,"","en",3090,"None",FALSE,-1.55281630678,3,NA,NA,NA,NA
"",3491,-0.0118338358914,-0.00313030636082,-0.000451415171055,-0.0138397224566,0.00702594008227,210250806,"",NA,37,186,"en","","","","",FALSE,"","en",397,"None",FALSE,0.790077725374,3,NA,NA,NA,NA
"",3492,0.00768724486757,-0.00844338817875,-0.00770173584209,0.0128043260349,0.0126821895569,21031889,"",NA,173,754,"en","","","","",FALSE,"","en",268,"-14400",FALSE,-0.939887941584,19,NA,NA,NA,NA
"",3493,0.0437296609629,-0.0228463574234,-0.00432444197887,-0.0191551415355,0.0114589884452,21040094,"",NA,219553,233551,"en","","","","",FALSE,"{u'type': u'Point', u'coordinates': [-80.355, 27.2758]}","en",60680,"-14400",FALSE,0.771591631944,22,NA,NA,NA,NA
"",3494,0.00567021813459,-0.00766594602035,0.00908118448911,0.00723892949028,0.00848976340052,210418843,"",NA,72,374,"en","","","","",FALSE,"","en",1329,"None",FALSE,-1.79833836179,3,NA,NA,NA,NA
"",3495,0.00129190648506,-0.00751697836911,0.000593141496003,0.00806383163651,0.00845205171624,21044204,"",NA,474,1060,"en","","","","",FALSE,"","en",4987,"-21600",FALSE,-1.58490931997,4,NA,NA,NA,NA
"",3496,-0.00375226285287,-0.00967983505436,0.000523324434921,0.00493138821101,0.00527670160831,21058123,"",NA,778,834,"en","","","","",FALSE,"","en",4184,"-18000",FALSE,-1.58368775246,6,NA,NA,NA,NA
"",3497,-0.0104349709862,-0.00142140595072,0.000719198810692,-0.00175349015682,0.00424449944346,21065238,"",NA,75,259,"en","","","","",FALSE,"","en",87,"-28800",FALSE,0.408270058053,3,NA,NA,NA,NA
"",3498,-0.00791538018637,0.0016481709945,-0.00557800381089,-0.0238339692968,0.0130484363167,21065925,"",NA,479,1138,"en","","","","",FALSE,"","en",463,"-14400",FALSE,0.947382129619,34,NA,NA,NA,NA
"",3499,-0.00257501395747,-0.00341635569797,0.00244665760768,0.0070382008678,0.0105905037282,210798041,"",NA,888,1092,"en","","","","",FALSE,"","en",4461,"-14400",FALSE,-0.356380002733,3,NA,NA,NA,NA
"",3500,-0.0121506275609,-0.00079098762792,0.00137312891746,0.0018387955384,0.00584573910957,210856500,"",NA,1241,674,"en","","","","",FALSE,"","fr",729,"-14400",FALSE,0.88707770056,8,NA,NA,NA,NA
"",3501,-0.0102510247461,-0.00256779271713,0.00493952262448,0.00285458014794,0.00603374981864,210914580,"",NA,1757,1024,"en","","","","",FALSE,"","en",1186,"-21600",FALSE,0.0830714565335,4,NA,NA,NA,NA
"",3502,-0.00249230269071,-0.0120062166251,0.00586024307882,0.00727312182559,0.00982027921806,21094188,"",NA,1672,1105,"en","","","","",FALSE,"","en",36468,"-21600",FALSE,-1.36136917052,5,NA,NA,NA,NA
"",3503,-0.00140832322863,-0.00687050667022,0.00333829895605,0.00442216217025,0.00775789610954,210949504,"",NA,1925,2096,"en","","","","",FALSE,"","en",10726,"-21600",FALSE,-0.307830729352,3,NA,NA,NA,NA
"",3504,0.000135774103045,-0.00755423620895,0.00224368207317,0.004913537305,0.00661462929911,2109591,"",NA,1302,1423,"en","","","","",FALSE,"","en",15037,"-18000",FALSE,-1.60798560231,3,NA,NA,NA,NA
"",3505,-0.00187410616523,-0.0110025137716,0.000517209336985,0.005714339445,0.00564087094377,21099672,"",NA,448,434,"en","","","","",FALSE,"","en",4340,"-14400",FALSE,-1.74432969666,4,NA,NA,NA,NA
"",3506,-0.000128500875947,-0.0126945304894,0.002161428677,0.00531124344529,0.00686121679497,21100640,"",NA,2128,280,"en","","","","",FALSE,"","en",4467,"-14400",FALSE,-1.01423475012,7,NA,NA,NA,NA
"",3508,-0.00599665063346,-0.00630502874846,-0.00215882574071,0.00287395965623,0.004665595353,21104292,"",NA,49,182,"en","","","","",FALSE,"","en",114,"-18000",FALSE,-0.675497312418,6,NA,NA,NA,NA
"",3509,0.00758296227958,0.0130412226029,-0.000630390759734,0.00732322537057,0.01057315941,21108098,"",NA,228,667,"en","","","","",FALSE,"","en",2679,"-14400",FALSE,-0.610898911521,3,NA,NA,NA,NA
"",3511,0.00374390679446,-0.00206918695199,0.0152938200308,0.00749981747399,0.0117910467988,21116308,"",NA,106,694,"en","","","","",FALSE,"","en",337,"-14400",FALSE,-1.5551230165,4,NA,NA,NA,NA
"",3512,-0.00795265657285,-0.00656726263978,-0.00301695209249,0.00597579914168,0.00999590181993,211185425,"",NA,134,520,"en","","","","",FALSE,"","en",317,"None",FALSE,-1.1060457846,9,NA,NA,NA,NA
"",3513,0.0107546720324,-0.0114818726569,0.00945078679196,0.00960590357549,0.0108971273642,211214888,"",NA,75,502,"en","","","","",FALSE,"","en",168,"-14400",FALSE,-1.60798560231,3,NA,NA,NA,NA
"",3516,0.000314767478445,-0.00713347312954,-0.0017281157307,0.00734159083932,0.00855861577652,211310164,"",NA,158,509,"en","","","","",FALSE,"","en",2865,"-18000",FALSE,-1.55281630678,3,NA,NA,NA,NA
"",3517,-0.0029599847114,-0.00442644639798,-0.00373578395368,-0.0193882713488,0.00913608836757,211332420,"",NA,187,456,"en","","","","",FALSE,"","en",1270,"-10800",FALSE,0.721400167756,7,NA,NA,NA,NA
"",3518,-0.00587817709129,-0.000508911081173,0.00125916005172,0.00224127938657,0.00685659456758,211354074,"",NA,411,579,"en","","","","",FALSE,"","en",8583,"None",FALSE,-0.200467157773,4,NA,NA,NA,NA
"",3519,0.000848067079205,-0.00549657286355,-0.00783015701198,0.00664106481483,0.00618847944659,211361619,"",NA,558,947,"en","","","","",FALSE,"","en",2222,"-14400",FALSE,-1.66936539217,8,NA,NA,NA,NA
"",3520,-0.00890700133078,0.000618508651597,0.000889853304923,-0.00817261397907,0.00375457220175,211384897,"",NA,16,71,"en","","","","",FALSE,"","und",9,"None",FALSE,1.01332379052,5,NA,NA,NA,NA
"",3522,-0.00110323602393,-0.00372714768265,0.00580076953351,0.0039021813715,0.00721172849975,211429616,"",NA,168,655,"en","","","","",FALSE,"","en",7854,"-21600",FALSE,0.173221355264,4,NA,NA,NA,NA
"",3525,-0.00560572615552,-0.000701335791985,0.00160019305993,0.000186534894119,0.00256602846765,211516696,"",NA,83,145,"en","","","","",FALSE,"","en",197,"-14400",FALSE,0.707094473066,3,NA,NA,NA,NA
"",3526,-0.00211460710976,-0.00828634384117,0.00383459177279,0.00551584649204,0.00756972738037,21152568,"",NA,70,240,"en","","","","",FALSE,"","und",3457,"-14400",FALSE,-1.85370474836,3,NA,NA,NA,NA
"",3527,-0.00289154760741,0.00124924010071,0.0115093874106,0.0039063264314,0.00893899471233,21159297,"",NA,191,930,"en","","","","",FALSE,"","en",1308,"-18000",FALSE,-1.1959498932,3,NA,NA,NA,NA
"",3528,0.0051760440233,-0.00934327897152,-0.00496583215546,0.00844126107606,0.00989758676822,211615860,"",NA,193,1446,"en","","","","",FALSE,"","en",5,"-14400",FALSE,-1.11169174236,36,NA,NA,NA,NA
"",3529,0.0187588677528,-0.00553471347954,-0.0118769079489,-0.0060906055968,0.0147587958945,21163227,"",NA,3650,5001,"en","","","","",FALSE,"","en",15560,"-25200",FALSE,0.0320717168827,19,NA,NA,NA,NA
"",3531,-0.00421612478517,-0.0139615448919,-0.00284103272894,0.00608951911066,0.00671258830277,211658675,"",NA,68,322,"en","","","","",FALSE,"","en",1177,"-18000",FALSE,-0.985408748416,11,NA,NA,NA,NA
"",3532,-0.00204475438239,-0.0102734830776,0.00344496526576,0.00636877026653,0.0082137819517,21167418,"",NA,67,315,"en","","","","",FALSE,"","en",1391,"-18000",FALSE,-1.47519813208,7,NA,NA,NA,NA
"",3533,-0.00236827547435,-0.0066226583204,0.00301894360485,0.00361077846803,0.00518946456179,21168049,"",NA,67,267,"en","","","","",FALSE,"","und",130,"-18000",FALSE,-0.587915244175,3,NA,NA,NA,NA
"",3534,-0.00526779465458,0.00157048132189,0.0103005467466,-0.00139347098706,0.00876490677899,21168356,"",NA,141,371,"en","","","","",FALSE,"","en",121,"-18000",FALSE,-0.0449958793901,5,NA,NA,NA,NA
"",3535,-0.0112853900377,0.00387855823025,0.00537136018145,-0.00939085554527,0.00991799875087,211689236,"",NA,112,566,"en","","","","",FALSE,"","en",1261,"-18000",FALSE,0.991773649178,3,NA,NA,NA,NA
"",3536,-0.00149485707076,-0.00189261314851,0.00823883923517,0.00368435246264,0.00697253207762,211751281,"",NA,376,622,"en","","","","",FALSE,"","en",1310,"-18000",FALSE,-0.520323545003,7,NA,NA,NA,NA
"",3538,-0.00828009851382,0.0187500606282,0.0183055861702,-0.0058273001506,0.014272497257,21191530,"",NA,383,1931,"en","","","","",FALSE,"","en",608,"-14400",FALSE,0.635382342588,6,NA,NA,NA,NA
"",3539,0.0110134852829,0.0278399586109,0.013351298778,0.00319858403203,0.0170421366475,21195628,"",NA,360,1817,"en","","","","",FALSE,"","en",289,"-14400",FALSE,-0.117766974842,5,NA,NA,NA,NA
"",3541,0.00903559633252,0.0105305238659,0.0175177167639,0.00442166668519,0.00801861041438,21208605,"",NA,106,290,"en","","","","",FALSE,"","en",2201,"-14400",FALSE,-1.3881497025,3,NA,NA,NA,NA
"",3542,0.0056565190353,-0.00868770167645,-0.00818934398357,0.0105049562365,0.0123228308483,21208707,"",NA,1285,1907,"en","","","","",FALSE,"","en",7994,"-14400",FALSE,-1.48225355018,17,NA,NA,NA,NA
"",3543,-0.00530262984867,-0.000952412904512,0.00776206408659,0.00670008421278,0.0120509165323,212106981,"",NA,2773,2175,"en","","","","",FALSE,"","en",5683,"-18000",FALSE,-0.736962975196,8,NA,NA,NA,NA
"",3544,0.0018388422983,-0.0016096601028,0.0123614257304,0.00664379041379,0.0100281008531,21211172,"",NA,178,857,"en","","","","",FALSE,"","en",66,"None",FALSE,-1.5056036283,6,NA,NA,NA,NA
"",3545,-0.00324083130163,0.000141660224675,-0.000861885792305,0.00521928940441,0.00980978360902,21213386,"",NA,57,273,"en","","","","",FALSE,"","en",401,"-25200",FALSE,-0.919909355615,19,NA,NA,NA,NA
"",3546,-0.0181318140514,0.0021159232664,0.00451702231388,-0.00596962875272,0.0084682634795,21216358,"",NA,292,540,"en","","","","",FALSE,"","en",798,"-21600",FALSE,0.285523097866,3,NA,NA,NA,NA
"",3547,0.00836376270564,-0.00464883917027,-0.0143793328887,0.00897079186773,0.0085899105463,21217814,"",NA,351,549,"en","","","","",FALSE,"","en",36125,"-18000",FALSE,-1.05463810948,5,NA,NA,NA,NA
"",3548,0.00766458747113,-0.00884076938141,0.00798651419126,0.00936139353169,0.0127946879642,212286881,"",NA,811,2162,"en","","","","",FALSE,"","en",1235,"None",FALSE,-0.981088276308,7,NA,NA,NA,NA
"",3550,-0.00638554266979,-0.00601746461525,0.0016411739987,0.00552465674104,0.00722875303652,212335744,"",NA,15,147,"en","","","","",FALSE,"","en",80,"None",FALSE,-1.16472055266,12,NA,NA,NA,NA
"",3551,-0.000999482356006,-0.00643343958522,-0.00320251237632,-0.0167528002603,0.00791284181262,212337503,"",NA,248,408,"en","","","","",FALSE,"","en",606,"-14400",FALSE,0.918421125571,6,NA,NA,NA,NA
"",3552,-0.00109552803716,-0.00654254162201,0.00113168710087,0.00573214130986,0.00707050923465,212363488,"",NA,33,232,"en","","","","",FALSE,"","en",864,"None",FALSE,-1.00013376466,3,NA,NA,NA,NA
"",3553,-0.00140453996668,-0.00122683881844,0.0046574746999,0.0038107591037,0.00507464714775,212376164,"",NA,23,238,"en","","","","",FALSE,"","en",1,"None",FALSE,-1.7873317326,4,NA,NA,NA,NA
"",3554,-0.00133347334429,-0.00491174646126,0.00527165983148,0.00568614485952,0.00707009685956,212429392,"",NA,76,195,"en","","","","",FALSE,"","en",381,"-18000",FALSE,-1.14025678349,8,NA,NA,NA,NA
"",3555,-0.0112699334937,0.000829661513815,0.00353768389552,-0.0187099348872,0.0119850324927,21247764,"",NA,1971,484,"en","","","","",FALSE,"","en",3319,"-28800",FALSE,0.715912669509,5,NA,NA,NA,NA
