ID, ideology, leadership, name, party, description, introduced_bills_115, cosponsored_bills_115, unique_cosponsors_115, total_cosponsors_115
400175, 0.894412323076, 0.0592556669944, Hensarling, Republican, lonley conservative Republican follower, 2, 88, 8, 8
412419, 0.751948427819, 0.690732729281, Labrador, Republican, rank-and-file Republican, 4, 45, 48, 56
412445, 0.878677489393, 0.650625585139, Long, Republican, conservative Republican, 2, 55, 0, 0
412292, 0.856762332913, 0.78206966634, Luetkemeyer, Republican, moderate Republican leader, 7, 69, 32, 46
412295, 0.873036225993, 0.623884762365, McClintock, Republican, conservative Republican, 6, 76, 91, 112
412487, 0.787256060202, 0.861827089818, McKinley, Republican, moderate Republican leader, 11, 86, 225, 290
412552, 0.904095591433, 0.739618772173, Meadows, Republican, conservative Republican, 8, 80, 14, 15
412426, 0.917955924535, 0.691321754994, Rokita, Republican, conservative Republican, 8, 95, 77, 98
412311, 0.738819558406, 0.384921793848, Rooney [FL17], Republican, rank-and-file Republican, 3, 64, 3, 3
400376, 0.706491985453, 0.53981793301, Simpson, Republican, rank-and-file Republican, 6, 21, 4, 5
412538, 0.792937940204, 0.618860947028, Walorski, Republican, rank-and-file Republican, 5, 80, 16, 16
412395, 0.881766949506, 0.458202156323, Brooks [AL5], Republican, conservative Republican, 5, 64, 11, 11
400340, 0.662599921627, 0.224344230488, Rogers [KY5], Republican, moderate Republican follower, 1, 27, 8, 8
412576, 0.372112010161, 0.358648376874, Castro, Democrat, rank-and-file Democrat, 5, 43, 21, 22
412529, 0.325397154301, 0.583646188019, Frankel, Democrat, rank-and-file Democrat, 3, 69, 99, 105
412532, 0.409733737559, 0.619548242876, Gabbard, Democrat, centrist Democratic leader, 4, 87, 14, 21
412382, 0.294012141755, 0.291824728611, Garamendi, Democrat, rank-and-file Democrat, 4, 172, 48, 53
400233, 0.371025290057, 0.724370150436, Larson, Democrat, moderate Democratic leader, 4, 85, 167, 175
412575, 0.332127484365, 0.437594222065, O'Rourke, Democrat, rank-and-file Democrat, 18, 91, 75, 89
412569, 0.810180112837, 0.479376918189, Perry, Republican, rank-and-file Republican, 10, 49, 35, 39
412567, 0.85845688851, 0.328778820032, Bridenstine, Republican, conservative Republican, 1, 56, 1, 1
400057, 0.772201028726, 0.460859336107, Calvert, Republican, rank-and-file Republican, 10, 61, 86, 110
412513, 0.730817819312, 0.47441337786, Cook, Republican, rank-and-file Republican, 9, 87, 89, 104
412553, 0.746581360717, 0.584380540059, Holding, Republican, rank-and-file Republican, 4, 31, 47, 49
412460, 0.870592701815, 0.505657195207, Johnson [OH6], Republican, conservative Republican, 4, 86, 108, 115
412421, 0.709118381328, 0.737412813832, Kinzinger, Republican, rank-and-file Republican, 8, 54, 52, 60
412560, 0.248998681515, 0.611426085836, Meng, Democrat, moderate Democratic leader, 19, 95, 141, 232
412580, 0.406979842474, 0.0711147177183, Vela, Democrat, centrist Democratic follower, 0, 66, 0, 0
412525, 0.910087348256, 0.857946290989, Yoho, Republican, conservative Republican leader, 12, 122, 329, 454
400160, 0.431835473371, 0.397760964966, Green [TX29], Democrat, centrist Democrat, 5, 65, 23, 23
400641, 0.329017295224, 0.401254334748, Higgins [NY26], Democrat, rank-and-file Democrat, 1, 92, 1, 1
412506, 0.222795143741, 0.487973375833, Payne, Democrat, progressive Democrat, 5, 99, 38, 46
400363, 0.449552576195, 0.218668944013, Scott [GA13], Democrat, centrist Democratic follower, 2, 74, 14, 24
412211, 0.280124491348, 0.418416223038, Yarmuth, Democrat, rank-and-file Democrat, 3, 121, 39, 42
400090, 0.208388517419, 0.415628944941, Cummings, Democrat, progressive Democrat, 13, 123, 80, 111
400196, 0.655385810434, 0.693937732284, Issa, Republican, rank-and-file Republican, 12, 67, 98, 127
412469, 0.827109821207, 0.614712073253, Barletta, Republican, rank-and-file Republican, 8, 95, 21, 26
400158, 0.803933657338, 0.874699331096, Graves [MO6], Republican, moderate Republican leader, 6, 54, 213, 228
412256, 0.896497815192, 0.777833432278, Latta, Republican, conservative Republican leader, 12, 68, 32, 43
400285, 0.751236820726, 0.725311983015, Murphy [PA18], Republican, rank-and-file Republican, 2, 65, 18, 18
412310, 0.970011635162, 0.879368854355, Roe, Republican, conservative Republican leader, 16, 127, 173, 295
412570, 0.826928103135, 0.495230765995, Rothfus, Republican, rank-and-file Republican, 6, 61, 16, 18
412519, 0.379101166149, 0.36789768881, Ruiz, Democrat, rank-and-file Democrat, 12, 59, 37, 45
400380, 0.648492097013, 0.945975960767, Smith [NJ4], Republican, moderate Republican leader, 12, 70, 174, 243
412600, 0.236815373762, 0.723432598004, Clark, Democrat, progressive Democratic leader, 6, 138, 235, 395
412516, 0.306100617292, 0.478270952407, Brownley, Democrat, rank-and-file Democrat, 23, 141, 49, 72
400087, 0.297203456445, 0.67288717322, Crowley, Democrat, moderate Democratic leader, 18, 64, 151, 175
412385, 0.287057960346, 0.67569251744, Deutch, Democrat, moderate Democratic leader, 9, 128, 105, 115
412566, 0.773098912215, 0.38352248207, Joyce, Republican, rank-and-file Republican, 2, 95, 49, 52
400232, 0.309304755288, 0.432143636746, Larsen, Democrat, rank-and-file Democrat, 5, 80, 63, 77
412466, 0.664876103967, 0.701042285627, Meehan, Republican, rank-and-file Republican, 7, 113, 28, 29
412307, 0.264763324089, 0.325095194978, Pingree, Democrat, rank-and-file Democrat, 3, 158, 14, 14
400352, 0.343161322381, 0.459855808326, Ryan [OH13], Democrat, rank-and-file Democrat, 11, 214, 42, 49
412509, 0.508528348054, 0.311590526737, Sinema, Democrat, centrist Democrat, 7, 132, 22, 25
400623, 0.284024274283, 0.477147743975, Wasserman Schultz, Democrat, rank-and-file Democrat, 4, 133, 3, 4
412239, 0.340359417262, 0.385529138305, Welch, Democrat, rank-and-file Democrat, 9, 159, 69, 81
412541, 0.8706432365, 0.69469833846, Barr, Republican, conservative Republican, 8, 96, 70, 79
400030, 0.419783698887, 0.401592082981, Bishop [GA2], Democrat, centrist Democrat, 2, 92, 34, 34
400032, 0.970350872033, 0.772977528994, Blackburn, Republican, conservative Republican leader, 18, 84, 81, 104
412601, 0.858427311162, 0.522178557178, Byrne, Republican, rank-and-file Republican, 10, 104, 28, 29
400074, 0.272112478048, 0.380417167023, Clay, Democrat, rank-and-file Democrat, 2, 80, 72, 74
412477, 0.884065521076, 0.516574427165, DesJarlais, Republican, conservative Republican, 5, 61, 26, 37
400114, 0.375763897357, 0.365050553648, Doyle, Democrat, rank-and-file Democrat, 1, 78, 31, 31
412327, 0.264002694415, 0.43090255255, Fudge, Democrat, rank-and-file Democrat, 4, 67, 79, 90
412463, 0.861099664032, 0.550290557968, Gibbs, Republican, conservative Republican, 4, 75, 98, 130
412485, 0.756694158803, 0.751611869957, Griffith, Republican, moderate Republican leader, 18, 69, 148, 179
400341, 0.785059622826, 0.274311612658, Rogers [AL3], Republican, moderate Republican follower, 3, 46, 17, 18
412396, 0.376959584501, 0.712660064965, Sewell, Democrat, moderate Democratic leader, 2, 76, 11, 12
409888, 0.723561668071, 0.6758007511, Shuster, Republican, rank-and-file Republican, 2, 32, 9, 9
412581, 0.861443528169, 0.6101973299, Stewart, Republican, conservative Republican, 4, 91, 44, 47
400402, 0.394971903896, 0.29059879263, Thompson [MS2], Democrat, rank-and-file Democrat, 7, 61, 17, 22
400411, 0.717859474084, 0.715933525393, Turner, Republican, rank-and-file Republican, 6, 59, 24, 24
412564, 0.82160355672, 0.413698547079, Wenstrup, Republican, rank-and-file Republican, 7, 51, 86, 89
412584, 0.355588420348, 0.431754455961, Heck, Democrat, rank-and-file Democrat, 0, 95, 0, 0
400290, 0.200826716512, 0.327549049027, Napolitano, Democrat, progressive Democrat, 0, 157, 0, 0
412472, 1.0, 0.643335938452, Duncan [SC3], Republican, conservative Republican, 2, 130, 138, 149
400644, 0.735701413891, 0.595169172935, McHenry, Republican, rank-and-file Republican, 4, 18, 124, 128
400124, 0.289000502237, 0.48340009743, Eshoo, Democrat, rank-and-file Democrat, 2, 107, 136, 136
400663, 0.286989614118, 0.380427029785, Matsui, Democrat, rank-and-file Democrat, 3, 102, 3, 3
400230, 0.2802469683, 0.50001381914, Langevin, Democrat, rank-and-file Democrat, 8, 152, 73, 82
400355, 0.329869084914, 0.641147531363, Sánchez, Democrat, moderate Democratic leader, 9, 78, 118, 170
412539, 0.733514814124, 0.751292894777, Brooks [IN5], Republican, moderate Republican leader, 7, 46, 66, 69
412195, 0.299548291153, 0.557905497832, Castor, Democrat, rank-and-file Democrat, 2, 79, 6, 6
400657, 0.564959603968, 0.281483130636, Cuellar, Democrat, centrist Democrat, 7, 46, 7, 7
400640, 0.729230339024, 0.774184307771, Fortenberry, Republican, moderate Republican leader, 5, 51, 3, 3
400157, 0.686582641127, 0.622527292947, Granger, Republican, rank-and-file Republican, 1, 33, 11, 11
412486, 0.642746090912, 0.385901349367, Herrera Beutler, Republican, rank-and-file Republican, 4, 45, 45, 47
412283, 0.738361906691, 0.726089451841, Hunter, Republican, rank-and-file Republican, 9, 52, 80, 96
412474, 0.871530341004, 0.568054047368, Mulvaney, Republican, conservative Republican, 0, 0, 0, 0
412443, 0.877820962623, 0.60557609501, Palazzo, Republican, conservative Republican, 4, 71, 70, 71
412572, 0.769078328631, 0.534950937816, Rice [SC7], Republican, rank-and-file Republican, 3, 42, 83, 90
412534, 0.44606027203, 0.248007923552, Schneider, Democrat, centrist Democratic follower, 5, 84, 61, 65
412410, 0.742150748359, 0.226109095209, Webster, Republican, moderate Republican follower, 1, 55, 12, 12
400643, 0.677344854053, 0.458704088111, Foxx, Republican, rank-and-file Republican, 8, 35, 23, 25
412388, 0.799510386041, 0.595198558699, Graves [GA14], Republican, rank-and-file Republican, 1, 41, 3, 3
412437, 0.849761121384, 0.582899974814, Huizenga, Republican, rank-and-file Republican, 4, 58, 42, 47
400206, 0.849842972122, 0.928893029816, Johnson [TX3], Republican, moderate Republican leader, 17, 52, 192, 328
400247, 0.763499148046, 0.278243537544, Lucas, Republican, moderate Republican follower, 2, 45, 31, 34
400297, 0.719811096507, 0.698398860403, Nunes, Republican, rank-and-file Republican, 4, 34, 34, 36
412551, 0.909427246434, 0.335410095658, Pittenger, Republican, conservative Republican, 3, 95, 2, 2
400626, 0.758032213581, 0.874758680336, Price [GA6], Republican, moderate Republican leader, 0, 0, 0, 0
412462, 0.785260015116, 0.82911994577, Renacci, Republican, moderate Republican leader, 7, 85, 181, 241
412315, 0.508894036832, 0.627518412284, Schrader, Democrat, centrist Democratic leader, 6, 67, 112, 138
412213, 0.889366229957, 0.749146419607, Walberg, Republican, conservative Republican leader, 10, 69, 71, 80
400419, 0.676758295187, 0.686968827966, Walden, Republican, rank-and-file Republican, 8, 17, 68, 70
400433, 0.893061993143, 0.815175448627, Wilson [SC2], Republican, conservative Republican leader, 11, 69, 206, 280
412402, 0.791517925848, 0.567513161385, Womack, Republican, rank-and-file Republican, 2, 23, 26, 26
412526, 0.811977984919, 0.695900078103, DeSantis, Republican, rank-and-file Republican, 6, 57, 53, 58
412548, 0.831708425529, 0.515932240669, Wagner, Republican, rank-and-file Republican, 3, 101, 36, 39
412476, 0.806105702384, 0.484005095716, Fleischmann, Republican, rank-and-file Republican, 4, 54, 5, 5
412473, 0.739699275767, 0.376400201036, Gowdy, Republican, rank-and-file Republican, 0, 31, 0, 0
412226, 0.799388300263, 0.47934282284, Jordan, Republican, rank-and-file Republican, 1, 42, 3, 3
412191, 0.873087724637, 0.716235796668, Lamborn, Republican, conservative Republican, 11, 84, 63, 79
412503, 0.741589196501, 0.686863242892, Massie, Republican, rank-and-file Republican, 3, 58, 110, 123
412475, 0.799165701588, 0.774482342155, Noem, Republican, moderate Republican leader, 5, 52, 199, 260
412431, 0.840386238203, 0.646498924049, Pompeo, Republican, rank-and-file Republican, 0, 0, 0, 0
400343, 0.692198028096, 0.503167635742, Rohrabacher, Republican, rank-and-file Republican, 4, 55, 24, 25
412417, 0.900268567627, 0.52696972146, Scott [GA8], Republican, conservative Republican, 1, 50, 30, 30
412405, 0.826339901097, 0.594266279136, Tipton, Republican, rank-and-file Republican, 9, 95, 73, 81
412578, 0.82361579144, 0.603566319943, Williams, Republican, rank-and-file Republican, 7, 50, 102, 118
412416, 0.689347341291, 0.499986180313, Woodall, Republican, rank-and-file Republican, 4, 25, 41, 41
400653, 0.252974018211, 0.585208501179, Green [TX9], Democrat, rank-and-file Democrat, 24, 76, 67, 149
412568, 0.836308273834, 0.551238817401, Mullin, Republican, rank-and-file Republican, 11, 81, 97, 127
412488, 0.742833276009, 0.634517863757, Duffy, Republican, rank-and-file Republican, 5, 49, 30, 33
412438, 0.593711309727, 0.401728540156, Amash, Republican, centrist Republican, 5, 26, 17, 22
400416, 0.235586651368, 0.310878950651, Velázquez, Democrat, progressive Democrat, 15, 132, 49, 82
400417, 0.413568718078, 0.0832396350583, Visclosky, Democrat, centrist Democratic follower, 1, 36, 9, 9
412561, 0.252419355405, 0.477901606739, Jeffries, Democrat, rank-and-file Democrat, 5, 102, 170, 172
412595, 0.245167990816, 0.551603017985, Kelly [IL2], Democrat, rank-and-file Democrat, 4, 118, 44, 50
412546, 0.333316295588, 0.613369049527, Kildee, Democrat, moderate Democratic leader, 6, 87, 18, 18
400238, 0.257054974197, 0.511575376758, Levin, Democrat, rank-and-file Democrat, 1, 69, 2, 2
400326, 0.31773963815, 0.366670635426, Price [NC4], Democrat, rank-and-file Democrat, 2, 70, 122, 127
400422, 0.236867756777, 0.586773306677, Waters, Democrat, progressive Democrat, 5, 63, 57, 75
400246, 0.297985998469, 0.669934663046, Lowey, Democrat, moderate Democratic leader, 5, 74, 176, 264
412319, 0.222878721515, 0.49144909715, Tonko, Democrat, progressive Democrat, 3, 130, 128, 140
400075, 0.350887632712, 0.338543520097, Clyburn, Democrat, rank-and-file Democrat, 1, 27, 47, 47
400220, 0.86638410765, 0.78175700419, King [IA4], Republican, conservative Republican leader, 26, 90, 113, 258
412214, 0.445751292555, 0.585357231906, Walz, Democrat, centrist Democrat, 1, 124, 8, 8
400081, 0.495578516291, 0.383825068413, Cooper, Democrat, centrist Democrat, 3, 59, 25, 37
412394, 0.755785934752, 0.634473534353, Roby, Republican, rank-and-file Republican, 3, 42, 20, 20
412418, 0.371021350368, 0.169071835055, Hanabusa, Democrat, moderate Democratic follower, 2, 84, 11, 12
400142, 0.617857803349, 0.200695718277, Frelinghuysen, Republican, centrist Republican follower , 3, 36, 9, 9
400189, 0.367364290774, 0.388583008218, Hoyer, Democrat, rank-and-file Democrat, 3, 19, 45, 54
400314, 0.380948552764, 0.0572463427984, Pelosi, Democrat, moderate Democratic follower, 1, 13, 0, 0
412190, 0.523377160376, 0.364205471351, McCarthy, Republican, centrist Republican, 6, 6, 36, 38
412261, 0.742379252291, 0.714570517154, Scalise, Republican, rank-and-file Republican, 2, 20, 58, 58
400021, 0.366330666095, 0.338081058025, Becerra, Democrat, rank-and-file Democrat, 0, 2, 0, 0
412270, 0.748278929901, 0.786908209454, Chaffetz, Republican, moderate Republican leader, 20, 49, 242, 288
412217, 0.725313743976, 0.629355484849, Smith [NE3], Republican, rank-and-file Republican, 4, 29, 52, 67
400351, 0.597465061097, 0.250368919165, Ryan [WI1], Republican, centrist Republican follower , 0, 0, 0, 0
412607, 0.318204117337, 0.393758228358, Adams, Democrat, rank-and-file Democrat, 5, 78, 55, 63
412605, 0.794440550788, 0.466682742067, Brat, Republican, rank-and-file Republican, 10, 77, 43, 56
412630, 0.814267316047, 0.397105065255, Abraham, Republican, rank-and-file Republican, 3, 100, 45, 48
412637, 0.305821511133, 0.128256458256, Dingell, Democrat, moderate Democratic follower, 4, 115, 19, 19
412617, 0.365756390145, 0.170947203856, Torres, Democrat, moderate Democratic follower, 6, 85, 43, 45
412635, 0.76785817816, 0.582067109219, Bishop [MI8], Republican, rank-and-file Republican, 3, 81, 63, 71
412622, 0.808237368357, 0.447824932841, Carter [GA1], Republican, rank-and-file Republican, 6, 75, 64, 73
412625, 0.830555929844, 0.330798851481, Allen, Republican, rank-and-file Republican, 3, 84, 15, 16
412663, 0.656783320055, 0.340137677073, Jenkins [WV3], Republican, rank-and-file Republican, 6, 50, 32, 36
412673, 0.697313113537, 0.0157356810132, Kelly [MS1], Republican, moderate Republican follower, 1, 56, 0, 0
412641, 0.86643281809, 0.398378932346, Rouzer, Republican, conservative Republican, 5, 97, 30, 35
412610, 0.799879416283, 0.151190547756, Westerman, Republican, moderate Republican follower, 1, 66, 3, 3
412615, 0.355799590754, 0.163338902577, Aguilar, Democrat, moderate Democratic follower, 2, 82, 25, 25
412638, 0.28690491784, 0.235728363231, Lawrence, Democrat, moderate Democratic follower, 14, 88, 30, 37
412644, 0.222268923065, 0.326089242115, Watson Coleman, Democrat, progressive Democrat, 2, 124, 3, 3
412612, 0.311431531749, 0.23565340991, Gallego, Democrat, moderate Democratic follower, 1, 115, 0, 0
412611, 0.649550062519, 0.776171255632, McSally, Republican, moderate Republican leader, 15, 49, 140, 203
412639, 0.766524057394, 0.415921176235, Emmer, Republican, rank-and-file Republican, 7, 86, 28, 32
412609, 0.728961702541, 0.16662275913, Hill, Republican, moderate Republican follower, 5, 64, 23, 23
412649, 0.5938426258, 0.42313480509, Katko, Republican, centrist Republican, 10, 71, 52, 74
412616, 0.275069255682, 0.561532898618, Lieu, Democrat, rank-and-file Democrat, 6, 164, 128, 191
412656, 0.691159441056, 0.404889990066, Love, Republican, rank-and-file Republican, 8, 65, 52, 58
412643, 0.589220256118, 0.430472315772, MacArthur, Republican, centrist Republican, 4, 40, 13, 14
412662, 0.733293634032, 0.590363210063, Mooney, Republican, rank-and-file Republican, 3, 69, 62, 62
