"V1","d0","d1","d2","d3","d4","ideology"
45,0.004095291601,0.00971102261402,-0.0145991171228,0.000749923889326,0.00940462348146,-0.106895528074
46,0.00220586065357,0.00194377464909,-0.00327680173503,0.00117362230631,0.00302608201518,-0.980852027376
47,-0.0173444036864,0.0148719229584,-0.0234386114348,-0.00609799383764,0.0224180243985,0.78539275158
48,0.00262084092599,-0.00678244042559,-0.00539577827104,0.00492503386938,0.00990861381195,-0.545288931008
49,0.0661820178573,-0.0369007430824,-0.00719028552055,-0.0454835991299,0.0162449330176,NA
50,0.000922978806029,0.00465216361389,0.00758629117358,-0.0162513627493,0.0175187312642,NA
51,0.00448687778621,0.00294131057758,-0.00269402018669,-0.00144342715556,0.00273798481868,0.973525084058
52,0.00124639689595,0.00548865542518,0.0146781146942,0.00231732589775,0.0114659466432,NA
53,-0.0022933287219,-0.00401934363855,0.0196671274869,0.00152244578387,0.0208707573498,NA
54,0.00390399764665,0.00634844825256,-0.00966137745411,0.00218511090764,0.00774148817326,-0.642659046327
55,0.00345345817333,0.00163724280969,-0.00475972808065,0.00155592377255,0.00306548925814,-0.759891657342
56,-0.0279932986484,-0.00472355634984,0.00259523543044,0.00427625545273,0.0152170121632,NA
57,0.00377892504828,0.002340767402,-0.00289621026574,-0.00104591844776,0.00202439795882,1.56326533986
58,0.00377758331853,0.00176576389085,-0.00553511050663,0.00203225424862,0.00399275660562,-1.33357304777
59,-0.0112804727434,-0.00333091694981,-0.00183132855232,-0.042059558127,0.01899098775,NA
60,0.00278263780173,0.00835371921006,-0.01020454472,-0.00579289647995,0.00858324536785,1.25713623167
61,-0.0139000905616,0.00904850917493,0.00889088118835,0.00205971810494,0.0118158503945,NA
62,0.00852433112197,0.0135763362117,-0.0347940215627,0.0172371299708,0.0226415597251,NA
63,0.00176960423299,0.00221926228673,-0.00266051395722,0.000286945450141,0.00167243705653,-0.401310213414
64,0.00154323117755,0.000708277236475,-0.00627373557798,-0.00632431103609,0.00692615443358,1.43784191978
65,0.00255010380748,0.00327797781296,-0.00420188508509,-0.0016709775197,0.00224664119235,1.24504414985
66,0.00548455500492,0.00291170887661,-0.00744966007466,0.003449705554,0.00521801024418,-0.805941846599
67,0.0022794243812,0.0036708725186,-0.00275708363158,-0.00155294543708,0.0026396714949,0.738003980462
68,0.00413577111147,0.00632201510081,-0.00543742174346,0.000257916261765,0.00335526001324,-0.919740765679
69,0.00360667173919,0.00310027643321,-0.0028935073372,-0.000984480536874,0.00219988316737,0.727314553022
70,-0.0563949197979,-0.00534328887075,0.00345147071074,-0.0657213160211,0.0375036174906,1.40894092881
71,0.00333378070418,0.000752104667366,-0.0111443184317,0.0055283431483,0.00796622015605,-1.52779690746
72,-0.000717221615482,-0.00130780275913,-0.00366765504056,0.00341310927324,0.00755729763399,-0.879553492177
73,0.00372783273191,0.00442628507324,-0.00524062095236,-0.00114074538853,0.00212404255299,1.09511547917
74,-0.020699309319,-0.0127608433593,-0.00155079508142,-0.0669485286116,0.0317885142966,NA
75,-0.0145531887594,0.00551783599072,-0.00477958729405,-0.0136819779148,0.0151857958685,NA
76,0.00309021072215,0.00272757496831,-0.00480779041739,0.000703354872187,0.00264657428321,-0.85140973018
77,0.00379316519049,0.0038545290347,-0.00697946405192,0.00206092544701,0.00561079216811,-0.153720576598
78,0.0143760610626,-0.016890335937,0.0111197550172,0.015922938678,0.0254849378242,NA
79,0.00360014494269,0.00499793055388,-0.00509370048427,0.000543230719378,0.00273582176572,-0.556203880328
80,0.00461947163773,0.0216102387401,-0.0296699467961,-0.0194325274775,0.0189169434842,NA
81,-0.0216027967187,0.00539140683604,0.00351239527178,-0.0397085097311,0.0285099178188,NA
82,0.00219119152996,0.0291499487718,-0.0285385204658,0.00972329234915,0.0238774243088,NA
83,-0.00371448757895,0.00153325266161,0.00170555161126,0.00213857719197,0.0153547351872,NA
84,0.00477823255909,-0.0107614714511,0.00486521488998,-0.000674413264121,0.0114058950346,NA
85,-0.00883412173428,-0.0108130610762,0.000157392122771,0.00693677400677,0.0111112893096,NA
86,0.0142276121197,0.00907667554841,0.00381840741859,0.0118893028278,0.0161553332332,NA
87,0.0030582948692,0.00501119628819,-0.0056969266781,-0.00176938831397,0.00316496345233,1.2815068135
88,0.00265700962901,0.00319457489135,-0.0045558312168,0.00108094793392,0.00242387554553,-0.666699861405
89,0.00595208129641,0.0135151341429,-0.0320986666876,0.0127426998983,0.0172119728902,NA
90,0.0185940956077,-0.011696762067,-0.00648373356534,-0.0305862841569,0.0165983471544,NA
91,0.00411112537212,0.0072854926064,-0.0160052037485,0.00527562261466,0.010891380412,-1.38461241342
92,0.00870734258873,0.0113045020212,0.0104538523759,-0.00735361213981,0.0132390079528,NA
93,0.00865052215256,-0.00411788540847,-0.00476525415594,-0.0143867846644,0.00924825212774,1.23320672704
94,-0.00241252810655,-0.000258981206502,-0.0127493920582,0.0054824036262,0.0124531485471,-1.2638227222
95,0.00378739501676,0.00304106507282,-0.0080775962473,0.00285979184297,0.00555048712567,-0.602137330864
96,-0.0445943659824,-0.0575347191347,0.0166904867584,0.0297233161784,0.0361832802142,NA
97,-0.00716263797929,0.00535898716724,0.000903806418418,0.00353547224823,0.0130594227162,NA
98,0.0550739050285,-0.031331737414,-0.0056362463367,-0.0399058576333,0.014829190661,NA
99,0.00305284149387,0.00835840436751,-0.010304202614,-0.00414630599802,0.00751306298035,1.43195863645
100,0.00890340326303,-0.0214836895069,-0.00221617575504,0.0124087990976,0.0115618942995,NA
101,0.0044340600713,0.00427322157159,-0.0110424669261,0.00370548571043,0.00794202408586,-1.2013259055
102,0.00720349937737,0.0144734910025,0.0199157553093,-0.00310964080292,0.012435866526,NA
103,-0.000552614111303,0.00671672497116,-0.0150534944989,0.00987329455997,0.0165686679525,NA
104,-0.00376871468583,0.0216340024006,0.0208726196166,0.00344096228936,0.016784140913,NA
105,0.0115362921551,-0.0165632841045,-0.00757315722655,0.0158462363395,0.0141883681275,NA
106,0.00314537932049,0.00451748591765,0.0173789063406,0.00265700946281,0.0145335575408,NA
107,-0.0594277398539,-0.000654063416374,0.00403478694198,-0.0530316129441,0.0373132565193,NA
108,-0.0104385344368,0.00463062133026,0.00397891115792,0.00191107024472,0.0139921367597,NA
109,0.00780682714401,0.00466691252169,-0.00877519516938,-0.00576484383072,0.00531717598508,1.33750250876
110,0.0204935264537,-0.00519880682662,-0.0299276893971,0.0229560615768,0.0251127874776,NA
111,0.028687767024,0.0258152476338,0.0300895589018,0.00888137621706,0.0210714838889,NA
112,0.0137149178109,0.0114847409735,0.0210932327621,0.00279047336321,0.0128837734364,NA
113,0.0654699530694,-0.0346515549878,-0.00735244111317,-0.0426837193198,0.0159463035528,NA
114,-0.00682884355475,0.0131843434776,0.0160872091413,-0.0175886139509,0.0131287759677,NA
115,0.00674847249359,0.0187151649009,-0.0391204207939,0.0173430483812,0.0224888142038,NA
116,0.00187437587177,-0.0160700901301,-0.00210817378734,0.00826396104869,0.0161160896225,NA
117,-0.0560248146061,0.00299257192103,-0.00131420670424,-0.0476228383597,0.0355446110854,NA
118,-0.00176431099138,4.03565078809e-05,-0.000644313178107,-0.0281736169106,0.012478587333,NA
119,0.00405088699616,0.0066599341708,-0.00498216293444,0.000936946624678,0.00344546857987,-0.457689614829
120,0.00432695028848,0.00874594598049,-0.0124856132992,0.00282200043581,0.00636931908237,-0.991298048068
121,-0.0034828461036,-0.00437278066886,-0.0228775894463,0.0167800309363,0.0216921003965,NA
122,-0.0390245799179,0.00276680320203,-0.0059094123867,-0.0662256763114,0.0335637160301,NA
123,-0.003716086832,0.0040034074363,-0.0158210656488,0.0107701917305,0.0185923782064,NA
124,-0.00553259886351,-0.0030724784393,0.00783680497286,0.00376594350219,0.0123928245181,NA
125,0.0166997373285,-0.0040001724853,0.0225388196469,0.0126917300165,0.0241909080459,NA
126,0.00858575635297,0.0384006842657,-0.0465610104366,0.00673509039064,0.0165669901363,NA
127,0.0604915329853,-0.0325914425061,-0.00562874062438,-0.0343785505004,0.0121026241435,NA
128,0.00233639406334,0.00440470940116,-0.00548806553216,0.000445262528251,0.00255856897905,-0.229188992072
129,0.00366844004849,0.00441193747005,-0.00418087400662,-0.000946351736648,0.0026897031682,0.75855963184
130,0.00256779284586,-0.0069180772542,0.00909276062435,-0.00158082535433,0.0117835990617,NA
131,-0.0570554487991,0.018984213549,-0.00357136136067,-0.0273911885777,0.0337674730334,NA
132,-0.0191874393437,0.0105021115666,-0.0246090329512,0.0109998803111,0.0315722415823,NA
133,0.00379212747843,0.00817303101473,-0.0139649675696,0.00323844464147,0.0058064826883,-0.852878107208
134,0.00558164615463,-0.0149738583835,0.00321611029859,0.013429116805,0.0131949643912,NA
135,0.0106472040642,-0.00162139423318,-0.0148514770232,0.0159894625966,0.01904680979,NA
136,-0.0433478286141,-0.0456033762595,0.0136860938458,0.0133158594535,0.0357087114459,NA
137,0.00332099647479,0.00424994958507,-0.00600341775995,0.00150468389935,0.0038951884313,-0.761082058009
138,0.0122630237195,-0.00540721977336,0.0126088468642,0.00732399976258,0.0121424369975,NA
139,-0.018501733826,-0.004415908515,0.00176224127903,-0.0620210272464,0.029820212048,NA
140,0.00911853615694,0.00213848180365,0.0117719518491,0.00790079702338,0.0131565455919,NA
141,0.00220103705407,0.00440955533743,-0.008222868809,0.00345795449519,0.00726700381696,-1.04353319172
142,0.00805822877757,0.0237362992189,-0.0321478010055,0.0106080553015,0.018780095022,NA
143,-0.00157908594645,0.00292026312845,0.0128578470017,-0.00212274854662,0.0133832002684,NA
144,-0.0113101422826,-0.0077467796211,-0.00376001636482,0.00671779079794,0.00988819887084,NA
145,0.03025719233,0.0157922929259,0.026350911163,0.00823467304556,0.0171238411429,NA
146,-0.006145549322,0.00189501771882,0.00781488540334,0.00233169518051,0.011623693939,NA
147,0.00202683124556,-0.00645548696389,0.0150391337071,0.00566175386763,0.0155368195743,NA
148,-0.00356772777756,0.00355271192712,0.00775749919102,0.000111204054559,0.0117258656924,NA
149,-0.0212016166664,-0.017028416203,0.0226867744117,0.0158934665081,0.0352471500632,NA
150,0.00241330975677,0.00336566682501,-0.00381486607387,-0.000982298026388,0.00180750452532,1.10824368964
151,0.00254764832558,0.00372072693749,-0.00414552670464,0.000629540949279,0.00241666488846,-1.28621231934
152,-0.0171497548483,0.031779590193,0.0160878794652,-0.00197977425762,0.0127391432998,NA
153,-0.00570219108613,-0.000866186135053,-0.0309613054309,0.0183703697242,0.0221133075731,NA
154,-0.00761679428311,0.0111527940805,-0.00551168044421,-0.00182647420108,0.0226632005672,NA
155,-0.00687230218557,-0.00348826331559,-0.0138482174476,0.0175528435829,0.0286095601175,NA
156,-0.0161183861597,0.00260601602806,-0.00651649734097,0.000775461230599,0.0124397383979,NA
157,-0.00627007550167,0.00573885656594,0.00112485737192,-0.0225455914584,0.0126473667052,NA
158,0.00560698376324,0.0239897222425,-0.0415005835034,0.0130055547618,0.0175553565008,NA
159,0.0120294356796,0.0325105109193,-0.0474217977665,0.00995837795201,0.0186531720466,NA
160,0.0151748815218,0.0298201881617,0.0306808768187,0.00559917305951,0.0179299002268,NA
161,0.0166517926323,0.0112466868161,-0.0356020200549,0.0186513321379,0.0234209268148,NA
162,0.00362587825974,0.0077905657199,-0.00913255234494,-0.00155131776716,0.0045200671134,1.03802709038
163,-0.0117186701407,0.00628144090215,0.00975324873942,4.35987940672e-05,0.0181749902092,NA
164,1.74699465693e-05,-0.0146941646643,-0.0056602008096,0.00824921145856,0.012373643747,NA
165,-0.00169076817582,-0.00729127549765,0.000669459843583,0.00450312574129,0.0116105651836,NA
166,-0.00832059213359,-0.00440963497019,0.00365588706054,0.00173011312691,0.0126924438736,NA
167,0.0183669674208,0.00755110771432,-0.0273800496591,0.0132960940377,0.0148254438874,NA
168,0.00486244653363,0.00524500315598,-0.0114073516457,0.00397813613588,0.00813009546809,-1.13281062697
169,-0.00719905781008,-0.00756748440412,0.00900920421676,0.00639898039618,0.0170892725186,NA
170,0.00812835904815,0.0405496897527,-0.0450933684888,0.00528132628333,0.0160308802291,NA
171,0.00392019225025,0.00612653858454,-0.00763126537758,-0.00227231782108,0.00459676458378,0.80824442098
172,0.0231172015786,0.0293178307528,0.0286140076521,0.00615034742443,0.0135055435454,NA
173,-0.0307718400322,-0.0310934236379,-0.000477111121456,0.0119005525237,0.0190981321983,NA
174,-0.00387050262963,-0.00775700820073,-0.0139578021367,0.0133276536619,0.0176291901035,NA
175,-0.0582466973803,-0.00675620896874,0.00875874730859,-0.0622024770298,0.0376139839882,NA
176,0.0174694139589,-0.031494708916,0.0135096825087,0.0199697101491,0.0250073178587,NA
177,-0.00414746821847,0.0152473012585,-0.0134211612189,0.0077959293409,0.0214971726026,NA
178,-0.0113575340507,0.0270401628154,0.0164305079169,0.000474737581553,0.0139428766498,NA
179,-0.0058339860931,0.00369446463944,0.0101015069709,0.0049894034567,0.0132857076236,NA
180,-0.0132261325193,0.0127986900459,-0.00965920608849,0.00942257530677,0.0268480106679,NA
181,0.00505471004103,0.0147413071535,0.0135942620529,0.00278807362903,0.0142818192137,NA
182,-0.0023194587429,0.011406341442,7.54561033321e-05,0.00574058235822,0.0129133615603,NA
183,0.0139122315728,-0.0194391425542,-0.0196043811754,0.0247349366453,0.0246220942266,NA
184,-0.00726801075533,-0.0083511965681,-0.0114179557937,-0.0603253601008,0.0263138270433,NA
185,-0.00312158313352,-0.016259400304,-0.00151897598225,-0.0631747457998,0.0277307194121,NA
186,0.0245383977197,-0.0123630593804,-0.00635053058472,-0.0254042574036,0.0126479205239,NA
187,0.00961923691454,0.0413358658473,-0.0513499464103,0.0100925350305,0.0176760465801,NA
188,0.02205557687,0.0284453471566,0.0282690226441,0.00556930105704,0.0130547994006,NA
189,-0.0183064356265,0.0072875983679,0.0130733121376,-0.000755128957793,0.0127877899209,NA
190,0.000528131871651,0.00403737185581,0.00381659651706,0.00700758795074,0.0131862740832,NA
191,0.0196873929184,0.0116612550908,0.026257937475,0.00783010967144,0.016707598887,NA
192,0.00196820207383,0.0081487066364,0.00410333756023,0.00734471836298,0.0209796366543,NA
193,-0.000503841245721,-0.0134836581772,3.6702477565e-05,0.0112091816698,0.0133390251854,NA
194,-0.0149472310646,0.00995386485135,-0.00147453487642,0.00226118410393,0.0187637085644,NA
195,0.0492427259204,-0.0259739741806,-0.00483253057053,-0.0333935700122,0.0122994778056,NA
196,0.000737121091063,0.00355552422859,-0.00999652970807,-0.0221938735271,0.0127868751648,NA
197,0.0024372907693,0.0111523435043,0.0109566466305,0.00246058496323,0.0251065326795,NA
198,0.00535051421569,0.000655506357505,-0.00745289970633,0.00334219117075,0.00464725225986,-1.52512965069
199,0.00420168536697,0.0104924799074,-0.0141793608183,-0.00758155598279,0.00755821188872,0.773137814671
200,-0.0205062476266,0.0418396424051,0.0300760714206,-0.00600837303814,0.0254144500014,NA
201,0.0142589155131,0.0121580437288,-0.0312747291806,0.0157959607023,0.0166374707154,NA
202,-0.0137839531504,-0.021079752979,0.00611739289774,0.0194552669012,0.0291461760281,NA
203,0.0348451707465,-0.0160925657097,-0.00364947390606,-0.0281423565358,0.0147533129904,NA
204,0.012869501796,0.00536043261692,-0.0270703597752,0.0138726680843,0.0141419507359,NA
205,0.0167819965502,0.00738684502174,0.0210058797053,-0.00203090654063,0.0266787509727,NA
206,0.0663864413486,-0.039884657751,-0.00592605639408,-0.0505367994901,0.0181983447501,NA
207,0.00378716072852,0.00568439578274,-0.0119419559319,0.00968804043606,0.0146241368659,NA
208,0.00234309030907,0.00383018059841,-0.00633144533345,0.00142042828626,0.0034055392076,-0.998194329641
209,-0.0106678791963,-0.00391378187015,-0.00408699729715,-0.049830158382,0.0220713227068,NA
210,0.00457117226841,0.00608698760449,-0.00590343543728,0.00104294110534,0.00335166880169,-1.05607895462
211,0.0142358728414,0.0126856285959,-0.0210877566408,-0.0142181192735,0.0150312561178,NA
212,0.00704668876662,0.0392844141663,-0.0519346067352,0.0103268313798,0.0179331672341,NA
213,0.00438745636146,0.0421763003069,-0.0458848532721,0.00309593548454,0.0163993655015,NA
214,0.0158355706776,0.00180412894855,0.0122641380441,0.0098766976048,0.0119300293626,NA
215,0.0129572103798,-0.00322738972728,0.00514954414045,0.0108918397827,0.0123388238574,NA
216,0.00423109051922,0.0445176372444,-0.0591262279931,0.0115905722637,0.0201256250067,NA
217,-0.0157205020088,0.0313960872826,0.0216724892095,-0.00250828545442,0.0173873818599,NA
218,0.00940164800288,0.0308195864751,-0.0430326792379,0.0122160329375,0.0228602799136,NA
219,0.029995077611,-0.00552017398022,0.0197863156787,0.0188520611668,0.0257483561562,NA
220,-0.00989609726247,-0.0148631997315,-0.00718095425173,0.010605823827,0.0125495517264,NA
221,0.00283387187675,0.0129572376095,-0.0138171591571,-0.00130328729164,0.00619100342595,0.235753072075
222,0.022102165007,0.0217902161978,0.0336492598029,-5.40417221687e-05,0.0213333932456,NA
223,0.00337814658144,0.0028345485007,-0.00417560472803,0.000650321717093,0.00228332316232,-0.95603451887
224,0.0227536243436,-0.0189392642751,-0.011053122134,0.0134306303772,0.012622006542,NA
225,-0.00803639611531,0.000814829323998,0.00354232176965,0.0054929844843,0.012351316461,NA
226,-0.00623910535644,0.0126840599551,-0.0145130636128,-0.0089731918344,0.0155503303501,NA
227,0.0160825448116,0.0181605818537,-0.0417824785788,0.0150988720944,0.0182074895067,NA
228,0.0294635748075,0.00641499250796,0.0250864490282,0.0140147033665,0.024824460362,NA
229,0.00325079516618,0.00385681544585,-0.00476696351738,0.000894130422704,0.00309787002461,-1.03930253869
230,0.00486479421667,-0.0126104348341,0.0100996748868,0.0069473353746,0.0132322274933,NA
231,0.0102221610203,0.0231283668526,-0.0352755111275,-0.00937052754133,0.0178612212949,NA
232,-0.00118257952729,-0.0015626622505,-0.00280425980697,0.00128503672198,0.00363854415371,-1.01414344952
233,0.00384500310047,0.00447965608737,-0.00901931417539,0.0018114477482,0.00531807508211,-1.65292639414
234,0.0263111374688,-0.0226274553372,0.00167668501206,-0.00330389100098,0.0124725746245,NA
235,0.00187690423722,0.002979313571,-0.00329784622033,0.000188499288997,0.00156296458391,-0.40253484079
236,0.0102760618782,0.0295524826419,-0.0408718631555,0.00926811951165,0.0153335972302,NA
237,0.000675629418924,0.00219001577933,-0.00258042366211,0.000925558262461,0.00170827674704,-0.983407005889
238,-0.0135791705887,0.00473439912061,0.00659913051822,0.00193625357944,0.0171164099063,NA
239,0.0131181314737,0.0148968348805,0.0241436832596,0.00509973636928,0.0160296935992,NA
240,-0.00236100296162,-0.00905764789339,0.00622157640289,0.00888162568631,0.014396570699,NA
241,-0.00175123141845,-0.00964566999974,0.00259053231904,0.0168951176898,0.0201803347006,NA
242,0.0114459175173,-0.000138660773885,0.00870240112773,-0.0345094186484,0.0215927355853,NA
243,0.00541805455628,0.00243997554412,0.013836794849,0.00112169814532,0.0122017542951,NA
244,0.014084327078,-0.00638697830757,-0.0144746748674,0.0179948891328,0.0194149969519,NA
245,0.00306916505051,0.003027335363,-0.0042911220951,-0.00132123274734,0.0022989548347,0.401019956133
246,0.0143343592732,-0.00948342831217,0.0134786964332,0.00929583334629,0.0194214192204,NA
247,0.0232556131338,0.0196621370851,0.0205787813773,0.0076474969956,0.0113219515842,NA
248,0.0476117905207,-0.0281354406215,-0.00385963870231,-0.0448070475767,0.0169402619653,NA
249,-3.06832355628e-05,0.000485339063766,0.00686927335412,0.00215035872666,0.0187393144648,NA
250,0.00122052352872,0.00377073922708,0.0135221387748,-0.00323358195737,0.0129984106727,NA
251,0.00337151198823,0.00599227617756,0.00754133789002,0.00574314693729,0.0166728302305,NA
252,0.00809940321447,-0.00604161985726,-0.0327807777149,0.0287253476867,0.0301746748414,NA
253,0.00266174059044,0.0022203838947,-0.00448632512446,-0.00440552399292,0.00321610676083,0.757215231467
254,0.00161897983937,0.00280101689553,0.00373784413366,0.00424094914915,0.0142781150946,NA
255,-0.00878953772041,-0.000637041557304,0.0137274961563,0.0015128038124,0.0166851481517,NA
256,0.00674055244094,-0.0307988195398,-0.00555897253658,0.0303824591916,0.0324574700687,NA
257,0.00134108678759,0.0109732927839,0.013143798314,0.00157306836605,0.0165810673398,NA
258,0.0242583348764,0.012761340651,0.0196457446414,0.00643471471365,0.0120947625189,NA
259,0.0180742589688,-0.0170537529467,0.00439314030753,0.019342369324,0.0191669873972,NA
260,0.0110917636251,0.0395745535358,-0.0600838950043,0.0147401707511,0.0230317799818,NA
261,-0.0125417096602,0.0269707218437,0.0218016239368,-0.00150424363083,0.0169784891183,NA
262,0.00425031941629,0.0323526207682,-0.0356779269745,0.0083168705382,0.0177413962977,NA
263,-0.018154323594,0.0144281039347,0.00233529737142,-0.0279046986079,0.0209721496449,NA
264,0.0124275042173,0.00523908709577,0.00769776980228,0.0061082554965,0.0122933662435,NA
265,0.00691376274134,-0.0259714853465,-0.00879832724055,0.02820123823,0.0304611269803,NA
266,-0.0274721651328,0.00448256854083,-0.000865900474514,-0.0217330966824,0.0242914658689,NA
267,-0.00972777317596,0.020953938826,0.0157029165373,-0.00271983047968,0.0118178572144,NA
268,-0.00339821252464,-0.0166827817375,0.00782613017266,0.0121995212052,0.017794207215,NA
269,-0.0131989848918,0.0332524358852,-0.00133669625898,0.00763343123916,0.0219734693993,NA
270,0.00710178385306,0.0201704879486,-0.0264812952232,-0.0148288686543,0.0164909556125,1.3284311293
271,-0.0138617413949,-0.0101951156726,0.00703320895024,0.00518273221837,0.0161023624394,NA
272,-0.0494144516228,-0.0509421036252,0.0116762364625,0.0260390165818,0.0348603164612,NA
273,0.0248079603818,0.0148768486203,0.0232888938954,0.00448175904538,0.0162265157334,NA
274,-0.0117056859841,0.00626731531404,0.00682730256645,0.0054864228803,0.0132326416887,NA
275,0.0126750001322,-0.00142046296887,0.0362229669299,0.0169401869205,0.0306331627923,NA
276,-0.0110512086668,-0.0680327345839,-0.00841731145671,0.0364342098474,0.0351084285371,NA
277,0.0161018660525,-0.0201509631267,-0.00329278306333,0.01438357652,0.0141022946713,NA
278,-0.058355033809,-0.0677066617911,0.00679409344481,0.0269299157852,0.0347389876485,NA
279,-0.0226789147679,-0.0168631048962,0.00285430404976,0.01360929107,0.029579685964,NA
280,0.012414521407,-0.00156226836832,0.0156369390844,0.00943519712079,0.0123763241436,NA
281,-0.0164213815016,0.017801628266,-0.00508697232566,-0.0168732332513,0.0188524049177,NA
282,-0.00824841307132,-0.00393407124717,-0.00645501873904,0.00905239740524,0.0140167610234,-0.809145946383
283,0.00761326896818,-0.0220651552189,-0.0224809792344,0.0222365271195,0.0262548394774,NA
284,0.00778043670907,0.0238428180579,-0.0579952966244,0.017302312112,0.0291500549448,NA
285,-0.00590184891896,0.0202857433497,0.0171106713179,-0.000930094009593,0.0138869242733,NA
286,0.00682598558968,0.0367376080846,-0.046027397783,0.00640379306582,0.0160349126296,NA
287,0.0150081146553,0.000587368111213,0.00490773430051,0.0133545178015,0.0155532148461,NA
288,0.00948296945281,0.0404569110011,-0.0500703666827,0.00655019265945,0.0181564462704,NA
289,0.0152783556989,-0.00723836832275,-0.00919764935727,-0.0044552202124,0.0134722395236,NA
290,0.0112334373025,0.0148937891213,0.0214836098769,0.00860049150712,0.0194509752237,NA
291,-0.0149666178079,0.00545458813035,0.00158331423663,0.00883590414029,0.0222706296075,NA
